date,top,bottom,long_short,universe
2017-01-31,1.0259761794437412,1.0021900157958963,1.023786163647845,1.0342836572256948
2017-02-28,1.0413034228434555,1.0612523278378452,0.9787456468421215,1.0583266969158185
2017-03-31,1.0522623460085159,1.087045639553951,0.9652581772347385,1.071025634914565
2017-04-30,1.09894583588372,1.1409894418313904,0.9601815445381505,1.1243735085108166
2017-05-31,1.0780235322173395,1.1863278864591367,0.90374725973406,1.154173521861618
2017-06-30,1.124373481504908,1.2683091159740363,0.8801506621806979,1.2298664502926355
2017-07-31,1.1709632550551405,1.2806931666696713,0.9080267824578079,1.2706107921682688
2017-08-31,1.1507908322573108,1.3424664128074912,0.84858604908428,1.3188331775916373
2017-09-30,1.1650924093127057,1.4028086550166823,0.8209890266740146,1.357867671566595
2017-10-31,1.1657211308238313,1.449067118987848,0.7943594491025577,1.3700063401951947
2017-11-30,1.1916476795048343,1.5078731392679259,0.7797899404979278,1.4290216202296644
2017-12-31,1.3061663121146334,1.5828114313143167,0.8159745912608809,1.558478540528846
2018-01-31,1.2002965224104185,1.5619448583146807,0.7605939045058203,1.4930640036488572
2018-02-28,1.1931827329946323,1.5878448742908715,0.7434740043737901,1.4902796625121566
2018-03-31,1.2690700616131698,1.6040400997974122,0.7831764521716453,1.5232713545908865
2018-04-30,1.2636022837234167,1.8300999919565226,0.6694278546517562,1.5739706766933383
2018-05-31,1.1907491548509213,1.8154456209085796,0.6361923049260532,1.4989591250772467
2018-06-30,1.2205002407342347,1.7602496091707311,0.671430197842395,1.4913376070307875
2018-07-31,1.1830677676830372,1.6454524261741827,0.6946258576005011,1.4430102888047234
2018-08-31,1.1998729020634844,1.588540025479253,0.7285183211528854,1.443273329290305
2018-09-30,1.1207411404905925,1.3040190458470793,0.8109562553167354,1.2920181174358274
2018-10-31,1.1764990074290134,1.4578006173544533,0.7556668452131483,1.3847914345821581
2018-11-30,1.132114478479729,1.3912603709202735,0.7616504667092263,1.3322323539359866
2018-12-31,1.249890735777156,1.495298824935143,0.7839303475949375,1.442019083947982
2019-01-31,1.2858769748931411,1.6561005800817696,0.7221984201683762,1.5226605938393645
2019-02-28,1.297165293814654,1.722714663257219,0.6994890643108166,1.5672527217029966
2019-03-31,1.2939587482916681,1.7904230420184808,0.67026772113167,1.605393211009152
2019-04-30,1.1946075130781082,1.5520666872506432,0.7080357488667388,1.4712250154350905
2019-05-31,1.2459954034620397,1.660648840289651,0.6889590182909578,1.5651697829594342
2019-06-30,1.1940861740593713,1.716887193447859,0.6369246026103402,1.5589323938850244
2019-07-31,1.1036825005226807,1.6625120767132606,0.6088752402073339,1.4996812681184588
2019-08-31,1.1313671572300292,1.6518991205166789,0.6280350719746897,1.516124334231628
2019-09-30,1.1512285122566885,1.7918542544211398,0.5858508373896821,1.5895391797831209
2019-10-31,1.1010565486085657,1.7855682713798777,0.5623739491821681,1.5775509147983913
2019-11-30,1.1844250052925374,1.822948184072111,0.5931820973228988,1.6942105965269967
2019-12-31,1.0648135608850966,1.8400858258707973,0.527701919366939,1.605653407863783
2020-01-31,1.030482449744164,1.8997481544069932,0.4935780243731034,1.616088993056894
2020-02-29,0.8934418742271666,1.6576758535157732,0.490832028921498,1.4224745548513995
2020-03-31,0.9565541162904817,1.8970395908814837,0.4546293668048718,1.5608395567206168
2020-04-30,0.8740110574079666,1.9432221153726026,0.40433071099057627,1.5159991599295524
2020-05-31,0.9177280273670473,2.2252673627824686,0.3658690356733117,1.6662595300733747
2020-06-30,0.9521063666846802,2.369842556584899,0.35580414730310356,1.7908090333027298
2020-07-31,1.0081470363432545,2.4757732347627166,0.36084241056881855,1.896010444089274
2020-08-31,0.9179500403917289,2.4307429953487345,0.33512165650922565,1.8409302391372748
2020-09-30,0.9263287906137739,2.500083232841887,0.32862073896247823,1.8768488064179818
2020-10-31,1.0676563872857958,2.6814676410073868,0.3549156808063901,2.097688086439251
2020-11-30,1.0399529971318222,3.059935300717324,0.29561287825028143,2.240608470115162
2020-12-31,1.0587871625461904,3.3247323809457607,0.275385203366857,2.3271104546155774
2021-01-31,1.1639801401210317,3.252865218992294,0.30869807211409134,2.439577438255954
2021-02-28,1.2015830593505572,3.1433594470132835,0.329062843666413,2.4322752342113563
2021-03-31,1.2078004448882633,3.32728009760238,0.311511774418314,2.5157408024265395
2021-04-30,1.2321445433313554,3.294119207116493,0.32089516160799925,2.6030303981245937
2021-05-31,1.2568610906914288,3.341041697035318,0.3227613141193691,2.643604915632276
2021-06-30,1.2367347603225538,2.8268399874101577,0.36726733554290425,2.459406959045528
2021-07-31,1.272518154824503,2.9664997122316104,0.35974895967265447,2.5138179549052833
2021-08-31,1.2537742907142342,2.802192209245528,0.3743756064724142,2.402751054196871
2021-09-30,1.2807472724367732,2.720096931414053,0.3933977177861756,2.3982616475186758
2021-10-31,1.202742491850562,2.716087836426476,0.37001738399457373,2.307967298029415
2021-11-30,1.247934423136622,2.633255964223114,0.3952047737440483,2.3244792877143445
2021-12-31,1.3521970136352357,2.4308213761110076,0.4586052171441616,2.318583980381903
2022-01-31,1.336217586875843,2.4271253807592648,0.4538830010467011,2.3369864079541394
2022-02-28,1.3556016864585527,2.2046678207302026,0.5020678739587986,2.200480146156886
2022-03-31,1.3212760384612237,2.083975079808486,0.5168401398999031,2.120223016008675
2022-04-30,1.3619490265889536,2.0837461814305875,0.5328068561255838,2.170695634286289
2022-05-31,1.3510624549542731,2.2130569241283915,0.49548361033431687,2.2612857111398266
2022-06-30,1.3204147131532835,2.152663434660908,0.4977655327100443,2.138434612020372
2022-07-31,1.306469662190772,2.1344877054725027,0.496711391413627,2.110969565734616
2022-08-31,1.2222819479534262,1.825066561637566,0.5367083964941369,1.849695816130454
2022-09-30,1.1021045610402997,1.586530328360084,0.5540858712806068,1.63503352666453
2022-10-31,1.4375882459269838,2.0295477892136846,0.568030048297664,2.1211851905245447
2022-11-30,1.524138988548804,2.1589155050241895,0.5660211407672217,2.243913270582691
2022-12-31,1.65577143099792,2.265860105077536,0.5868670524872034,2.4426011286203146
2023-01-31,1.5845413774790749,2.0533491012781084,0.6166616899004914,2.260925276306721
2023-02-28,1.6379322718997276,2.1142846305572287,0.6191398622614769,2.319224897575331
2023-03-31,1.699478777672361,2.0827944716824622,0.6516259665939927,2.3258227496492996
2023-04-30,1.5536468975425641,1.8368693278522912,0.6726505749071333,2.102714831884469
2023-05-31,1.609110473647445,1.9045045116664405,0.6718958995808727,2.170880146475432
2023-06-30,1.6468568174920473,2.0458531517399603,0.6377903490548237,2.3171710743756315
2023-07-31,1.530530579225751,1.8913241059987003,0.6409139312700454,2.140056336556172
2023-08-31,1.5217396350958636,1.8081392543935773,0.6654215906294938,2.1035969200378752
2023-09-30,1.4338086698168726,1.7924754413009523,0.632735922139403,2.03753659990998
2023-10-31,1.469281976269038,1.7363928556974133,0.6681871024517454,2.0527182435817637
2023-11-30,1.5202533807206609,1.7725111172165842,0.6774686401647997,2.0689747074055997
2023-12-31,1.4066885867201806,1.508062088071151,0.7279355416161782,1.8252919848031053
2024-01-31,1.4791741600756874,1.6546129157500145,0.694705997568602,1.978752758812836
2024-02-29,1.449668469996315,1.6256807841171987,0.6929958623930009,2.0162760522667855
2024-03-31,1.5451932065094889,1.665624520303426,0.7216330347015671,2.1060417832631164
2024-04-30,1.577409380179304,1.7208260040393304,0.7127624845945385,2.1649926300765636
2024-05-31,1.533549936715456,1.635223999217406,0.7284004844707023,2.1067458159445143
2024-06-30,1.5127791245525533,1.5895022858727943,0.7389012890226271,2.0377666965742463
2024-07-31,1.5862102185399487,1.6166461841815807,0.7621497437073896,2.1031494446955445
2024-08-31,1.8931425152996957,1.9404452172347457,0.7569745878536017,2.5338473597682016
2024-09-30,1.7836279108023076,1.8579587074878117,0.7453633645317127,2.3901815163802196
2024-10-31,1.6914126684540454,1.844757239905158,0.7121234526734488,2.311603761061865
2024-11-30,1.734555258309838,1.8872393154570706,0.7138883034637177,2.3736385093150285
2024-12-31,1.7071595581656287,1.9185150470202441,0.6907823873971928,2.369659585075289
2025-01-31,1.8183721755142976,2.175625525494573,0.6432078397522164,2.570476690475308
2025-02-28,1.8384267800417347,2.189545583879272,0.6461863365496827,2.653016284289748
2025-03-31,1.828131209933893,2.1694900428743837,0.6484864207266694,2.6123603556261443
2025-04-30,1.93257354461876,2.309955592676644,0.6435480488225986,2.7652554911355023
2025-05-31,2.0755569376581575,2.4694735508365544,0.6467202791608916,2.933440080689772
2025-06-30,2.1975764773798963,2.667390444062103,0.6329085583906693,3.1619489036067696
2025-07-31,2.179816535468911,2.872820355302877,0.5790499912911052,3.2911946698467873
2025-08-31,2.2128136105294125,3.0301289071628745,0.5561080394058986,3.41418589197163
2025-09-30,2.2205225650413105,2.879205506649574,0.5857437951140259,3.36578264787492
2025-10-31,2.306438270396098,2.869905585389955,0.6102991654640344,3.4130704061051897
2025-11-30,2.2112615768510606,2.782384563541792,0.6037265330403334,3.3542227136041967
2025-12-31,2.461582143183592,3.0562411530768645,0.612648079666742,3.6539618777338165
2026-01-31,2.554803047089099,3.102274891641714,0.6266214260699161,3.705776996360367
2026-02-28,2.325020399835905,2.742260185982746,0.6429807458740855,3.416836971360469
2026-03-31,2.4597170906214516,2.959485137334585,0.629297932512185,3.568215914838188
2026-04-30,2.469415572126069,3.2216980373590247,0.5760228754462149,3.56167208462248
2026-05-31,2.1821954831746577,3.0540496708656084,0.538999760582744,3.217259887362176
2026-06-30,2.448369412952192,3.1913865258317955,0.5805062575349311,3.583462970061698
2026-07-31,2.408928907139883,3.2406521289120045,0.5621936420338066,3.585895905607803
2026-08-31,2.3421607037521848,3.135606547121971,0.5648348190005401,3.4613256125313394
