date,LS unconditional,LS half when VHSI>25,Long-only top quintile,LS calm / long-only stressed,LS calm / long-only stressed (hedged),HSI buy&hold
2020-02-29,0.029519297973942926,0.014759648986971463,-0.10692212080134891,-0.10692212080134891,0.013781967343041726,-0.09668797428848841
2020-03-31,0.07845250524271725,0.03922625262135863,0.15162605994776737,0.15162605994776737,0.05445603973530394,0.04406595976525507
2020-04-30,0.12977162614770982,0.06488581307385491,0.04187061631697475,0.04187061631697475,0.07344843131938847,-0.06825791209803433
2020-05-31,0.1409319459469586,0.0704659729734793,0.18303335367023302,0.18303335367023302,0.08291210403115842,0.06383389216805369
2020-06-30,0.06509144723214373,0.032545723616071866,0.09285903602940407,0.09285903602940407,0.020395918461065296,0.006884131985709363
2020-07-31,0.020905065622434486,0.020905065622434486,0.07096524358460264,0.020905065622434486,0.020905065622434486,0.023650812043739977
2020-08-31,0.12203783774121016,0.12203783774121016,0.03359309994787877,0.12203783774121016,0.12203783774121016,-0.06823674735523022
2020-09-30,0.08590087755895076,0.08590087755895076,0.08587063524763418,0.08590087755895076,0.08590087755895076,0.027638374102957997
2020-10-31,-0.08780890896937016,-0.04390445448468508,0.08033233644159882,0.08033233644159882,-0.036286300027522575,0.09267146795467962
2020-11-30,0.21832257005556363,0.21832257005556363,0.1913486452805498,0.21832257005556363,0.21832257005556363,0.033773336284318
2020-12-31,0.04774110794460799,0.04774110794460799,0.057981789854585776,0.04774110794460799,0.04774110794460799,0.03865355569159257
2021-01-31,-0.1048107131356727,-0.05240535656783635,-0.001805312101504225,-0.001805312101504225,-0.052619910094097534,0.024625482300589363
2021-02-28,-0.032940398076648204,-0.016470199038324102,-0.02126886499057544,-0.02126886499057544,-0.020054679268233143,-0.02076796544952575
2021-03-31,0.03586651114818204,0.03586651114818204,0.06862081254513004,0.03586651114818204,0.03586651114818204,0.012211069353926574
2021-04-30,0.03685818296694611,0.03685818296694611,0.06312356241494685,0.03685818296694611,0.03685818296694611,0.014862377144830408
2021-05-31,0.08204853377092737,0.08204853377092737,0.08910371044254281,0.08204853377092737,0.08204853377092737,-0.011109091033829732
2021-06-30,0.00624000067958308,0.00624000067958308,-0.0652074491349181,0.00624000067958308,0.00624000067958308,-0.0994493191503385
2021-07-31,0.09439545351655351,0.047197726758276756,0.0751112083241668,0.0751112083241668,0.05146324485717435,-0.0031601211508170968
2021-08-31,-0.025580172544649088,-0.025580172544649088,-0.0918073373337431,-0.025580172544649088,-0.025580172544649088,-0.05036324833388017
2021-09-30,0.011032196052750652,0.011032196052750652,-0.006131417795968923,0.011032196052750652,0.011032196052750652,0.03261766529783161
2021-10-31,0.023869161714891347,0.023869161714891347,-0.027321109262163877,0.023869161714891347,0.023869161714891347,-0.07494826072496474
2021-11-30,-0.01207423795241569,-0.01207423795241569,-0.005866894532156268,-0.01207423795241569,-0.01207423795241569,-0.003305181710447469
2021-12-31,-0.01632394497124029,-0.01632394497124029,-0.060767459229738856,-0.01632394497124029,-0.01632394497124029,0.017291892739747183
2022-01-31,0.09803691338160617,0.09803691338160617,0.05678287377117758,0.09803691338160617,0.09803691338160617,-0.04576204108349369
2022-02-28,0.0835495072796966,0.0417747536398483,-0.017733558021238074,-0.017733558021238074,0.039450684668216274,-0.031531253879933274
2022-03-31,0.025144806089267224,0.012572403044633612,-0.020131537696068916,-0.020131537696068916,0.011144420985857835,-0.04125408865360258
2022-04-30,0.0473853205261351,0.02369266026306755,0.046164282649245034,0.046164282649245034,0.022961624092359963,0.015449000658624978
2022-05-31,-0.2169156620785946,-0.1084578310392973,-0.007233316787157588,-0.007233316787157588,-0.055829863548100024,0.020760487877768963
2022-06-30,0.07948658311976065,0.03974329155988032,-0.0030517291430844857,-0.0030517291430844857,0.04805039025969992,-0.0779184063524857
2022-07-31,-0.03251983327694607,-0.03251983327694607,-0.0061579038557385436,-0.03251983327694607,-0.03251983327694607,-0.010027529567370519
2022-08-31,0.12047262115489685,0.12047262115489685,-0.09023215755341923,0.12047262115489685,0.12047262115489685,-0.1368901780510453
2022-09-30,-0.059782964293670374,-0.029891482146835187,-0.14026980112312573,-0.14026980112312573,-0.012205213556042427,-0.14723538466094133
2022-10-31,-0.17647577777056098,-0.08823788888528049,0.20113491318341473,0.20113491318341473,-0.10181491169956206,0.2662357646411593
2022-11-30,-0.04576531676460286,-0.02288265838230143,0.03757907651163247,0.03757907651163247,-0.023428301518068316,0.06367507419115648
2022-12-31,-0.04708256865518244,-0.02354128432759122,0.10368910933852217,0.10368910933852217,0.009721029346119237,0.10418468653144553
2023-01-31,0.08235934808301167,0.08235934808301167,-0.04629040570802305,0.08235934808301167,0.08235934808301167,-0.09414700721031144
2023-02-28,-0.01216153716714033,-0.006080768583570165,0.02758657583460146,0.02758657583460146,-0.0039860692910041046,0.031040728921648553
2023-03-31,0.10399277068854432,0.05199638534427216,0.03377163612168346,0.03377163612168346,0.03782709940754376,-0.024781238924692084
2023-04-30,0.003105553285950774,0.003105553285950774,-0.09642493007217756,0.003105553285950774,0.003105553285950774,-0.08345493267760995
2023-05-31,-0.06660144898439947,-0.033300724492199736,-0.006387976439678428,-0.006387976439678428,-0.043296214450237264,0.037410875236573826
2023-06-30,-0.042334420325807226,-0.042334420325807226,0.0800615055436181,-0.042334420325807226,-0.042334420325807226,0.06145504199259566
2023-07-31,0.08992057546187965,0.044960287730939824,-0.034886100236026264,-0.034886100236026264,0.04155266407461473,-0.08451043730396113
2023-08-31,0.05002881955938445,0.025014409779692225,0.00504371273828047,0.00504371273828047,0.024285652847362074,-0.031139056232000195
2023-09-30,-0.017224727596185267,-0.017224727596185267,-0.03934675588259456,-0.017224727596185267,-0.017224727596185267,-0.039146171235161176
2023-10-31,0.023535879745134776,0.011767939872567388,0.040635596299942386,0.040635596299942386,0.028798385096498742,-0.004067207090965086
2023-11-30,-0.022041910228727105,-0.022041910228727105,-0.027115439510972436,-0.022041910228727105,-0.022041910228727105,0.0002646266358736771
2023-12-31,0.13188991288946525,0.13188991288946525,-0.06615347250748321,0.13188991288946525,0.13188991288946525,-0.09164570060284882
2024-01-31,-0.031643374942438365,-0.015821687471219183,0.10763055354106517,0.10763055354106517,0.013348821724413124,0.06628126317801586
2024-02-29,-0.034853848827447124,-0.034853848827447124,-0.021443004951915305,-0.034853848827447124,-0.034853848827447124,0.0018157108041454428
2024-03-31,0.018125457374755096,0.018125457374755096,0.03738793769024706,0.018125457374755096,0.018125457374755096,0.07385157985227386
2024-04-30,0.03304615414937576,0.03304615414937576,0.031147048616280912,0.03304615414937576,0.03304615414937576,0.017822409802832118
2024-05-31,0.04245451637224468,0.04245451637224468,-0.015564169514398842,0.04245451637224468,0.04245451637224468,-0.019967244868666967
2024-06-30,-0.053012736360997605,-0.053012736360997605,-0.0931787982709679,-0.053012736360997605,-0.053012736360997605,-0.021108314929895844
2024-07-31,0.03701688349906595,0.03701688349906595,0.042261125740643356,0.03701688349906595,0.03701688349906595,0.03715680961221368
2024-08-31,-0.33254645450475356,-0.33254645450475356,0.059726500760037875,-0.33254645450475356,-0.33254645450475356,0.17480670206964577
2024-09-30,0.12592544918924664,0.06296272459462332,-0.006763208310770325,-0.006763208310770325,0.05379559709885551,-0.038627915251863265
2024-10-31,-0.017322972074612634,-0.008661486037306317,-0.03439573757597183,-0.03439573757597183,0.0013430236766541967,-0.04398806339218786
2024-11-30,0.013254391117447847,0.013254391117447847,0.040295814796891954,0.013254391117447847,0.013254391117447847,0.03276116025805709
2024-12-31,0.028311969912401255,0.028311969912401255,0.02717861775516701,0.028311969912401255,0.028311969912401255,0.008233320621437334
2025-01-31,0.08865351359777998,0.08865351359777998,0.1471276848990135,0.08865351359777998,0.08865351359777998,0.13429889874517364
2025-02-28,0.021691794386056704,0.010845897193028352,0.03958117267989331,0.03958117267989331,0.009286234238872263,0.007770259078379249
2025-03-31,-0.01598187778287751,-0.01598187778287751,-0.029658417592812684,-0.01598187778287751,-0.01598187778287751,-0.043260733975271304
2025-04-30,-0.03264437211788132,-0.01632218605894066,0.01902584086834435,0.01902584086834435,-0.034288794823064926,0.05291099536560884
2025-05-31,0.030853396334999048,0.030853396334999048,0.07048957299314265,0.030853396334999048,0.030853396334999048,0.03359887195107536
2025-06-30,0.026801637885390125,0.026801637885390125,0.10214557589999834,0.026801637885390125,0.026801637885390125,0.029122708775404904
2025-07-31,0.07250349044723364,0.07250349044723364,0.09843058318818113,0.07250349044723364,0.07250349044723364,0.012282967207073003
2025-08-31,0.014838054234613929,0.014838054234613929,0.05652299567966381,0.014838054234613929,0.014838054234613929,0.0708974775118214
2025-09-30,-0.008084073287304983,-0.008084073287304983,-0.0506774326875557,-0.008084073287304983,-0.008084073287304983,-0.03533383776022547
2025-10-31,-0.04469149937861538,-0.04469149937861538,-0.028275375741609578,-0.04469149937861538,-0.04469149937861538,-0.0018435421021244514
2025-11-30,0.01649892426686423,0.01649892426686423,-0.007137253715636163,0.01649892426686423,0.01649892426686423,-0.008830618792995293
2025-12-31,0.13148819781263282,0.13148819781263282,0.1837028973493442,0.13148819781263282,0.13148819781263282,0.06853425639881161
2026-01-31,-0.016732203158217773,-0.016732203158217773,-0.007479066620261485,-0.016732203158217773,-0.016732203158217773,-0.027625039662819484
2026-02-28,-0.09645582556463855,-0.09645582556463855,-0.1263632117370683,-0.09645582556463855,-0.09645582556463855,-0.06918372665368411
2026-03-31,0.03657896730312628,0.01828948365156314,0.0855511017338163,0.0855511017338163,0.040239035945125866,0.03987350402248824
2026-04-30,-0.019816877047161112,-0.019816877047161112,-0.02051978119800622,-0.019816877047161112,-0.019816877047161112,-0.023049650205050898
2026-05-31,0.06491496719445157,0.06491496719445157,-0.0797280707811978,0.06491496719445157,0.06491496719445157,-0.09138806920232745
2026-06-30,-0.10277268839959541,-0.10277268839959541,0.05531800153832563,-0.10277268839959541,-0.10277268839959541,0.13126206786235928
2026-07-31,0.060971995467325936,0.060971995467325936,0.024213222911081925,0.060971995467325936,0.060971995467325936,-0.012263743107342906
2026-08-31,0.0336052576390698,0.0336052576390698,-0.013285836048072342,0.0336052576390698,0.0336052576390698,-0.0322294489887156
