ticker,date,close,volume,tri,mktcap
175 HK Equity,2019-08-14,10.731,34344541.0,11.365,97884.5269
175 HK Equity,2019-08-15,10.771,33597551.0,11.407,98249.0875
175 HK Equity,2019-08-16,10.831,35256624.0,11.47,98795.9285
175 HK Equity,2019-08-19,11.05,52010474.0,11.703,100801.0119
175 HK Equity,2019-08-20,11.09,30084341.0,11.746,101165.5725
175 HK Equity,2019-08-21,11.03,43765213.0,11.682,100618.7316
175 HK Equity,2019-08-22,11.87,131102216.0,12.571,108274.5046
175 HK Equity,2019-08-23,11.93,56927543.0,12.634,108821.3455
175 HK Equity,2019-08-26,11.79,64057108.0,12.486,107545.3834
175 HK Equity,2019-08-27,12.089,71935139.0,12.804,110280.3745
175 HK Equity,2019-08-28,12.029,64930257.0,12.74,109750.6867
175 HK Equity,2019-08-29,11.97,46472412.0,12.677,109205.194
175 HK Equity,2019-08-30,12.109,44264388.0,12.825,110481.3815
175 HK Equity,2019-09-02,12.069,22536231.0,12.783,110116.7565
175 HK Equity,2019-09-03,11.73,39802392.0,12.423,107017.4438
175 HK Equity,2019-09-04,12.149,58019931.0,12.867,110846.0066
175 HK Equity,2019-09-05,12.609,72410181.0,13.354,115039.1943
175 HK Equity,2019-09-06,12.749,138349252.0,13.502,116315.3819
175 HK Equity,2019-09-09,13.408,123496147.0,14.201,122333.9761
175 HK Equity,2019-09-10,13.408,66104521.0,14.201,122335.4523
175 HK Equity,2019-09-11,13.468,37956552.0,14.264,122888.2031
175 HK Equity,2019-09-12,13.468,28994355.0,14.264,122893.622
175 HK Equity,2019-09-13,14.108,65747785.0,14.941,128729.3225
175 HK Equity,2019-09-16,13.668,62616030.0,14.476,124719.514
175 HK Equity,2019-09-17,13.268,56796852.0,14.052,121079.5174
175 HK Equity,2019-09-18,13.268,35314328.0,14.052,121080.2213
175 HK Equity,2019-09-19,13.208,42015422.0,13.989,120533.1721
175 HK Equity,2019-09-20,13.009,80875622.0,13.777,118709.6748
175 HK Equity,2019-09-23,12.889,38763584.0,13.65,117615.7441
175 HK Equity,2019-09-24,12.849,41182304.0,13.608,117252.0214
175 HK Equity,2019-09-25,12.469,45593335.0,13.206,113789.8387
175 HK Equity,2019-09-26,12.709,32553559.0,13.46,115980.1401
175 HK Equity,2019-09-27,13.168,48524127.0,13.947,120179.0034
175 HK Equity,2019-09-30,13.288,36596094.0,14.074,121273.1977
175 HK Equity,2019-10-02,13.388,34528784.0,14.179,122185.0262
175 HK Equity,2019-10-03,13.428,17849117.0,14.222,122549.7577
175 HK Equity,2019-10-04,13.168,32836049.0,13.947,120179.0034
175 HK Equity,2019-10-08,13.508,59996140.0,14.306,123280.0317
175 HK Equity,2019-10-09,13.488,26751835.0,14.285,123098.3398
175 HK Equity,2019-10-10,13.848,74386050.0,14.666,126382.3482
175 HK Equity,2019-10-11,13.868,57077673.0,14.687,126564.7181
175 HK Equity,2019-10-14,13.648,35170554.0,14.454,124559.4277
175 HK Equity,2019-10-15,13.308,49999804.0,14.095,121476.7022
175 HK Equity,2019-10-16,13.488,29857195.0,14.285,123119.8588
175 HK Equity,2019-10-17,13.728,24386372.0,14.539,125321.5581
175 HK Equity,2019-10-18,13.708,36102980.0,14.518,125146.7953
175 HK Equity,2019-10-21,13.628,21022715.0,14.433,124425.3968
175 HK Equity,2019-10-22,14.268,90993486.0,15.111,130270.7357
175 HK Equity,2019-10-23,14.148,36392833.0,14.984,129188.5269
175 HK Equity,2019-10-24,14.188,25419055.0,15.026,129555.3975
175 HK Equity,2019-10-25,14.168,30980963.0,15.005,129394.3511
175 HK Equity,2019-10-28,14.667,75049129.0,15.534,133962.7296
175 HK Equity,2019-10-29,14.907,72114868.0,15.788,136158.9583
175 HK Equity,2019-10-30,14.707,43633371.0,15.576,134377.8428
175 HK Equity,2019-10-31,14.887,29683891.0,15.767,136021.0501
175 HK Equity,2019-11-01,14.847,17945715.0,15.724,135655.893
175 HK Equity,2019-11-04,15.187,45596340.0,16.084,138759.729
175 HK Equity,2019-11-05,15.327,34946669.0,16.232,140037.7791
175 HK Equity,2019-11-06,15.187,44852723.0,16.084,138772.8466
175 HK Equity,2019-11-07,15.247,45402747.0,16.148,139394.3552
175 HK Equity,2019-11-08,15.526,55878487.0,16.444,141966.6108
175 HK Equity,2019-11-11,15.107,39282064.0,15.999,138139.1707
175 HK Equity,2019-11-12,15.187,24746264.0,16.084,138910.9842
175 HK Equity,2019-11-13,14.607,43777276.0,15.47,133665.4778
175 HK Equity,2019-11-14,14.607,34107604.0,15.47,133668.9866
175 HK Equity,2019-11-15,14.767,27544912.0,15.64,135137.1691
175 HK Equity,2019-11-18,15.427,46811221.0,16.338,141171.7883
175 HK Equity,2019-11-19,15.446,25597323.0,16.359,141356.7714
175 HK Equity,2019-11-20,15.047,27833380.0,15.936,137702.4284
175 HK Equity,2019-11-21,14.987,29514486.0,15.872,137157.0831
175 HK Equity,2019-11-22,14.847,20257604.0,15.724,135876.9503
175 HK Equity,2019-11-25,15.267,27127680.0,16.169,139723.9496
175 HK Equity,2019-11-26,15.486,47271142.0,16.401,141744.5169
175 HK Equity,2019-11-27,15.287,31309648.0,16.19,139916.3204
175 HK Equity,2019-11-28,15.067,27345518.0,15.957,137911.6599
175 HK Equity,2019-11-29,14.627,44298084.0,15.491,133887.7123
175 HK Equity,2019-12-02,14.787,25274009.0,15.661,135350.966
175 HK Equity,2019-12-03,14.887,21185017.0,15.767,136265.4995
175 HK Equity,2019-12-04,14.967,33768692.0,15.851,136997.1264
175 HK Equity,2019-12-05,15.167,23608099.0,16.063,138827.7115
175 HK Equity,2019-12-06,15.347,33553228.0,16.253,140476.5011
175 HK Equity,2019-12-09,14.827,47689772.0,15.703,135720.7862
175 HK Equity,2019-12-10,14.867,37523857.0,15.745,136088.8276
175 HK Equity,2019-12-11,14.987,27636851.0,15.872,137203.4181
175 HK Equity,2019-12-12,15.347,40652620.0,16.253,140499.4182
175 HK Equity,2019-12-13,15.387,40820529.0,16.296,140879.0389
175 HK Equity,2019-12-16,15.327,31099748.0,16.232,140333.0741
175 HK Equity,2019-12-17,15.227,39422190.0,16.126,139497.3213
175 HK Equity,2019-12-18,14.947,49321648.0,15.83,136979.6324
175 HK Equity,2019-12-19,14.747,33590710.0,15.618,135172.8998
175 HK Equity,2019-12-20,14.607,35579734.0,15.47,133935.3776
175 HK Equity,2019-12-23,14.787,29417405.0,15.661,135619.3344
175 HK Equity,2019-12-24,14.767,9707809.0,15.64,135453.6828
175 HK Equity,2019-12-27,15.047,29934244.0,15.936,138033.0707
175 HK Equity,2019-12-30,15.307,47296189.0,16.211,140438.4023
175 HK Equity,2019-12-31,15.227,14334900.0,16.126,139705.0425
175 HK Equity,2020-01-02,15.586,43850599.0,16.507,143005.1616
175 HK Equity,2020-01-03,15.746,85452600.0,16.677,144471.8812
175 HK Equity,2020-01-06,15.427,37967642.0,16.338,141538.442
175 HK Equity,2020-01-07,15.666,54555489.0,16.592,143829.5909
175 HK Equity,2020-01-08,15.526,29886407.0,16.444,142677.1928
175 HK Equity,2020-01-09,16.066,44723813.0,17.015,147649.9133
175 HK Equity,2020-01-10,15.986,35089769.0,16.931,146941.7686
175 HK Equity,2020-01-13,16.326,34464906.0,17.29,150072.4676
175 HK Equity,2020-01-14,16.026,38215775.0,16.973,147391.5526
175 HK Equity,2020-01-15,15.906,35839403.0,16.846,146388.4682
175 HK Equity,2020-01-16,15.786,38290117.0,16.719,145303.5709
175 HK Equity,2020-01-17,15.506,68385362.0,16.423,142740.9714
175 HK Equity,2020-01-20,14.827,88367469.0,15.703,136512.6931
175 HK Equity,2020-01-21,14.048,118755501.0,14.878,129355.3961
175 HK Equity,2020-01-22,14.088,93602259.0,14.92,129757.0765
175 HK Equity,2020-01-23,13.588,76655154.0,14.391,125155.7617
175 HK Equity,2020-01-24,13.428,27604498.0,14.222,123683.341
175 HK Equity,2020-01-29,13.029,68124651.0,13.798,120017.9372
175 HK Equity,2020-01-30,12.509,58434184.0,13.248,115231.9458
175 HK Equity,2020-01-31,12.529,49200031.0,13.269,115416.0224
175 HK Equity,2020-02-03,12.589,120231213.0,13.333,115968.2522
175 HK Equity,2020-02-04,12.749,91534205.0,13.502,117440.8649
175 HK Equity,2020-02-05,13.049,96425743.0,13.82,120202.0138
175 HK Equity,2020-02-06,13.368,67885562.0,14.158,123147.2392
175 HK Equity,2020-02-07,13.488,47441694.0,14.285,124251.6988
175 HK Equity,2020-02-10,13.688,70382889.0,14.497,126092.4647
175 HK Equity,2020-02-11,14.467,144879314.0,15.322,133271.4517
175 HK Equity,2020-02-12,14.707,64394477.0,15.576,135480.3708
175 HK Equity,2020-02-13,14.587,45047233.0,15.449,134375.9113
175 HK Equity,2020-02-14,14.467,49968333.0,15.322,133271.4517
175 HK Equity,2020-02-17,15.047,81562612.0,15.936,138609.6729
175 HK Equity,2020-02-18,15.047,45838900.0,15.936,138609.6729
175 HK Equity,2020-02-19,15.047,26730134.0,15.936,138609.6729
175 HK Equity,2020-02-20,15.087,45113143.0,15.978,138977.8261
175 HK Equity,2020-02-21,15.087,49089240.0,15.978,138977.8261
175 HK Equity,2020-02-24,14.787,45344493.0,15.661,136216.6772
175 HK Equity,2020-02-25,15.027,43815446.0,15.915,138425.5963
175 HK Equity,2020-02-26,14.847,33717982.0,15.724,136768.907
175 HK Equity,2020-02-27,14.727,32433580.0,15.597,135664.4474
175 HK Equity,2020-02-28,13.848,73450408.0,14.666,127565.0774
175 HK Equity,2020-03-02,14.248,47990464.0,15.089,131246.6092
175 HK Equity,2020-03-03,14.088,30431436.0,14.92,129773.9965
175 HK Equity,2020-03-04,14.088,45955295.0,14.92,129773.9965
175 HK Equity,2020-03-05,14.288,32742407.0,15.132,131614.7624
175 HK Equity,2020-03-06,14.068,33307233.0,14.899,129589.9199
175 HK Equity,2020-03-09,13.428,61173918.0,14.222,123699.469
175 HK Equity,2020-03-10,13.708,62216195.0,14.518,126276.5413
175 HK Equity,2020-03-11,13.388,36893771.0,14.179,123331.3158
175 HK Equity,2020-03-12,12.789,58749510.0,13.544,117809.0181
175 HK Equity,2020-03-13,12.849,99031244.0,13.608,118361.2479
175 HK Equity,2020-03-16,11.93,66118656.0,12.634,109893.7247
175 HK Equity,2020-03-17,11.77,48354076.0,12.465,108421.112
175 HK Equity,2020-03-18,10.771,74126515.0,11.407,99217.2824
175 HK Equity,2020-03-19,10.291,89013044.0,10.899,94799.4443
175 HK Equity,2020-03-20,10.95,54818745.0,11.597,100873.9718
175 HK Equity,2020-03-23,10.071,52141304.0,10.666,92774.6018
175 HK Equity,2020-03-24,11.15,72896500.0,11.809,102714.7377
175 HK Equity,2020-03-25,11.97,96829173.0,12.677,110261.8779
175 HK Equity,2020-03-26,11.69,45719647.0,12.38,107684.8056
175 HK Equity,2020-03-27,11.75,39210553.0,12.444,108237.0354
175 HK Equity,2020-03-30,11.27,35878878.0,11.936,103819.1972
175 HK Equity,2020-03-31,11.43,46655776.0,12.105,105291.8099
175 HK Equity,2020-04-01,10.831,61795659.0,11.47,99769.5122
175 HK Equity,2020-04-02,10.87,34081784.0,11.513,100137.6654
175 HK Equity,2020-04-03,10.87,27704912.0,11.513,100137.6654
175 HK Equity,2020-04-06,11.21,33437877.0,11.873,103266.9674
175 HK Equity,2020-04-07,11.45,62907028.0,12.127,105475.8865
175 HK Equity,2020-04-08,11.11,50479074.0,11.767,102349.3645
175 HK Equity,2020-04-09,11.49,75437631.0,12.169,105862.4397
175 HK Equity,2020-04-14,11.29,52371398.0,11.957,104021.3538
175 HK Equity,2020-04-15,11.19,34162245.0,11.851,103100.8108
175 HK Equity,2020-04-16,11.05,45084068.0,11.703,101822.801
175 HK Equity,2020-04-17,11.69,99902398.0,12.38,107719.578
175 HK Equity,2020-04-20,11.71,39529876.0,12.402,107903.7258
175 HK Equity,2020-04-21,11.25,54819714.0,11.915,103671.4116
175 HK Equity,2020-04-22,11.39,43834661.0,12.063,104967.9116
175 HK Equity,2020-04-23,11.47,24836454.0,12.148,105704.9877
175 HK Equity,2020-04-24,11.41,26464055.0,12.084,105152.5226
175 HK Equity,2020-04-27,11.87,48969364.0,12.571,109388.0883
175 HK Equity,2020-04-28,11.87,38431953.0,12.571,109392.5433
175 HK Equity,2020-04-29,12.109,51638625.0,12.825,111614.0077
175 HK Equity,2020-05-04,11.53,49850658.0,12.211,106278.5133
175 HK Equity,2020-05-05,12.069,36784083.0,12.783,111269.8046
175 HK Equity,2020-05-06,12.569,55763866.0,13.312,115891.0679
175 HK Equity,2020-05-07,12.609,42781140.0,13.354,116259.5609
175 HK Equity,2020-05-08,12.949,56154482.0,13.714,119391.752
175 HK Equity,2020-05-11,13.069,47359201.0,13.841,120497.2311
175 HK Equity,2020-05-12,12.889,33519349.0,13.65,118839.0124
175 HK Equity,2020-05-13,12.789,26126099.0,13.544,117921.6197
175 HK Equity,2020-05-14,12.589,36507908.0,13.333,116079.0944
175 HK Equity,2020-05-15,12.409,43727490.0,13.142,114420.8216
175 HK Equity,2020-05-18,12.689,31475714.0,13.439,117000.3571
175 HK Equity,2020-05-19,12.969,42160379.0,13.735,119579.8925
175 HK Equity,2020-05-20,12.849,34942004.0,13.608,118474.3773
175 HK Equity,2020-05-21,12.669,34918419.0,13.417,116816.1045
175 HK Equity,2020-05-22,11.89,73152772.0,12.592,109630.2558
175 HK Equity,2020-05-25,12.029,28790310.0,12.74,110920.0235
175 HK Equity,2020-05-26,12.209,31470235.0,12.931,112578.2963
175 HK Equity,2020-05-27,12.089,39830953.0,12.804,111472.7811
175 HK Equity,2020-05-28,11.71,44296164.0,12.666,107971.983
175 HK Equity,2020-05-29,10.591,360072983.0,11.456,97653.8413
175 HK Equity,2020-06-01,10.89,147889312.0,11.78,100417.6293
175 HK Equity,2020-06-02,11.07,96869858.0,11.975,102075.9021
175 HK Equity,2020-06-03,11.45,152960783.0,12.385,105576.7001
175 HK Equity,2020-06-04,11.49,83868272.0,12.428,105945.2052
175 HK Equity,2020-06-05,11.75,68348742.0,12.709,108340.4881
175 HK Equity,2020-06-08,11.95,80000571.0,12.926,117359.0134
175 HK Equity,2020-06-09,12.409,127562752.0,13.423,121872.8216
175 HK Equity,2020-06-10,12.129,118007567.0,13.12,119125.2862
175 HK Equity,2020-06-11,11.97,90174555.0,12.947,117555.2659
175 HK Equity,2020-06-12,12.029,56083997.0,13.012,118144.6255
175 HK Equity,2020-06-15,11.59,78375937.0,12.536,113827.0479
175 HK Equity,2020-06-16,11.81,35579555.0,12.774,115985.8367
175 HK Equity,2020-06-17,11.89,28642157.0,12.861,116770.8508
175 HK Equity,2020-06-18,12.589,159073181.0,13.617,123639.7244
175 HK Equity,2020-06-19,12.509,79527315.0,13.531,122854.7103
175 HK Equity,2020-06-22,12.269,54178209.0,13.271,120499.6679
175 HK Equity,2020-06-23,12.329,43270158.0,13.336,121089.6625
175 HK Equity,2020-06-24,12.269,35591017.0,13.271,120500.8959
175 HK Equity,2020-06-26,12.629,98081252.0,13.66,124033.4955
175 HK Equity,2020-06-29,12.269,78372209.0,13.271,120500.8959
175 HK Equity,2020-06-30,12.189,58041437.0,13.185,119715.8738
175 HK Equity,2020-07-02,12.569,81265045.0,13.596,123444.7289
175 HK Equity,2020-07-03,14.148,251359254.0,15.303,138948.9158
175 HK Equity,2020-07-06,16.386,344774509.0,17.724,160929.5353
175 HK Equity,2020-07-07,16.925,341300272.0,18.308,166228.4346
175 HK Equity,2020-07-08,16.985,167591158.0,18.372,166817.2012
175 HK Equity,2020-07-09,16.925,123639485.0,18.308,166228.4346
175 HK Equity,2020-07-10,17.585,180705226.0,19.021,172704.8671
175 HK Equity,2020-07-13,19.043,254704012.0,20.599,187031.5209
175 HK Equity,2020-07-14,18.084,179039716.0,19.561,177611.2554
175 HK Equity,2020-07-15,17.685,129975915.0,19.129,173686.1448
175 HK Equity,2020-07-16,15.566,243720025.0,16.838,152887.7325
175 HK Equity,2020-07-17,15.886,130694663.0,17.184,156027.917
175 HK Equity,2020-07-20,16.106,119467593.0,17.421,158186.7938
175 HK Equity,2020-07-21,16.466,88855943.0,17.81,161719.5014
175 HK Equity,2020-07-22,15.626,96914078.0,16.903,153476.5171
175 HK Equity,2020-07-23,16.086,72874717.0,17.4,157990.5323
175 HK Equity,2020-07-24,15.866,106938126.0,17.162,155831.6555
175 HK Equity,2020-07-27,15.706,57837597.0,16.989,154261.5632
175 HK Equity,2020-07-28,15.986,58633754.0,17.292,157009.2246
175 HK Equity,2020-07-29,16.406,75523010.0,17.746,161130.7168
175 HK Equity,2020-07-30,16.246,108201427.0,17.573,159560.6245
175 HK Equity,2020-07-31,16.286,58628840.0,17.616,159953.1476
175 HK Equity,2020-08-03,16.585,52584966.0,17.94,162897.0706
175 HK Equity,2020-08-04,16.845,69952855.0,18.221,165448.4705
175 HK Equity,2020-08-05,17.245,54975849.0,18.653,169373.7011
175 HK Equity,2020-08-06,17.105,49058878.0,18.502,167999.8704
175 HK Equity,2020-08-07,16.825,52797776.0,18.2,165252.2089
175 HK Equity,2020-08-10,16.745,35742652.0,18.113,164467.1628
175 HK Equity,2020-08-11,16.865,41912200.0,18.243,165644.732
175 HK Equity,2020-08-12,16.965,41903036.0,18.351,166626.0396
175 HK Equity,2020-08-13,16.725,38261552.0,18.091,164270.9013
175 HK Equity,2020-08-14,16.685,32646487.0,18.048,163878.3782
175 HK Equity,2020-08-17,15.626,137682677.0,16.903,153476.5171
175 HK Equity,2020-08-18,15.946,70651585.0,17.248,156616.7016
175 HK Equity,2020-08-19,15.986,38108266.0,17.292,157009.2246
175 HK Equity,2020-08-20,15.526,62171902.0,16.795,152495.2094
175 HK Equity,2020-08-21,15.486,42626482.0,16.751,152102.6864
175 HK Equity,2020-08-24,15.546,71111901.0,16.816,152691.471
175 HK Equity,2020-08-25,15.726,46767461.0,17.011,154457.8247
175 HK Equity,2020-08-26,15.546,44549379.0,16.816,152691.471
175 HK Equity,2020-08-27,15.826,45863457.0,17.119,155439.1324
175 HK Equity,2020-08-28,15.726,50377785.0,17.011,154457.8247
175 HK Equity,2020-08-31,16.366,184730827.0,17.702,160738.1937
175 HK Equity,2020-09-01,17.085,101502692.0,18.481,167803.6088
175 HK Equity,2020-09-02,17.645,133945672.0,19.086,173298.9317
175 HK Equity,2020-09-03,16.506,116389913.0,17.854,162112.0244
175 HK Equity,2020-09-04,16.326,88593839.0,17.659,160345.6707
175 HK Equity,2020-09-07,16.346,50672698.0,17.681,160541.9322
175 HK Equity,2020-09-08,16.326,42902495.0,17.659,160345.6707
175 HK Equity,2020-09-09,15.926,43800086.0,17.227,156420.44
175 HK Equity,2020-09-10,15.786,29460851.0,17.076,155046.6093
175 HK Equity,2020-09-11,16.186,37269774.0,17.508,158971.8399
175 HK Equity,2020-09-14,15.946,28838996.0,17.248,156616.7016
175 HK Equity,2020-09-15,16.166,37687232.0,17.486,158775.5784
175 HK Equity,2020-09-16,16.046,40629521.0,17.357,157598.0092
175 HK Equity,2020-09-17,16.046,53478413.0,17.357,157598.0092
175 HK Equity,2020-09-18,15.966,39853184.0,17.27,156812.9631
175 HK Equity,2020-09-21,15.986,71487604.0,17.292,157009.2246
175 HK Equity,2020-09-22,15.287,106346940.0,16.535,150140.0711
175 HK Equity,2020-09-23,15.626,46056614.0,16.903,153476.5171
175 HK Equity,2020-09-24,15.287,48852936.0,16.535,150140.0711
175 HK Equity,2020-09-25,15.167,48834672.0,16.406,148962.5019
175 HK Equity,2020-09-28,15.247,32040735.0,16.492,149747.548
175 HK Equity,2020-09-29,15.107,37770380.0,16.341,148373.7173
175 HK Equity,2020-09-30,15.387,38570134.0,16.643,151121.3787
175 HK Equity,2020-10-05,14.707,58821955.0,15.908,144448.4867
175 HK Equity,2020-10-06,15.606,75055595.0,16.881,153280.2556
175 HK Equity,2020-10-07,15.486,23683295.0,16.751,152102.6864
175 HK Equity,2020-10-08,15.586,40557384.0,16.859,153083.994
175 HK Equity,2020-10-09,15.786,69114128.0,17.076,155046.6093
175 HK Equity,2020-10-12,16.406,83564422.0,17.746,161130.7168
175 HK Equity,2020-10-14,16.725,122751135.0,18.091,164270.9013
175 HK Equity,2020-10-15,16.685,105225635.0,18.048,163878.3782
175 HK Equity,2020-10-16,16.386,55788483.0,17.724,160934.4553
175 HK Equity,2020-10-19,16.106,29370430.0,17.421,158186.7938
175 HK Equity,2020-10-20,16.605,37216897.0,17.962,163093.3321
175 HK Equity,2020-10-21,16.366,39896475.0,17.702,160738.1937
175 HK Equity,2020-10-22,16.286,26025963.0,17.616,159953.1476
175 HK Equity,2020-10-23,16.286,30866650.0,17.616,159953.1476
175 HK Equity,2020-10-27,16.166,49653331.0,17.486,158775.5784
175 HK Equity,2020-10-28,15.886,54280744.0,17.184,156027.917
175 HK Equity,2020-10-29,16.046,55198872.0,17.357,157598.0092
175 HK Equity,2020-10-30,15.906,79060362.0,17.205,156224.1785
175 HK Equity,2020-11-02,18.064,328324073.0,19.54,177420.4238
175 HK Equity,2020-11-03,19.063,278186944.0,20.62,187233.5004
175 HK Equity,2020-11-04,19.663,187007901.0,21.269,193121.3463
175 HK Equity,2020-11-05,21.381,182295985.0,23.128,209999.838
175 HK Equity,2020-11-06,20.882,189679142.0,22.587,205093.2997
175 HK Equity,2020-11-09,21.032,140681956.0,22.749,206565.2612
175 HK Equity,2020-11-10,20.382,112756071.0,22.047,200186.7614
175 HK Equity,2020-11-11,19.223,139307569.0,20.793,188803.5926
175 HK Equity,2020-11-12,20.482,83249527.0,22.155,201168.0691
175 HK Equity,2020-11-13,20.682,72583325.0,22.371,203130.6844
175 HK Equity,2020-11-16,20.832,61783858.0,22.533,204602.6459
175 HK Equity,2020-11-17,21.082,97632816.0,22.803,207055.915
175 HK Equity,2020-11-18,22.53,132896710.0,24.371,221284.876
175 HK Equity,2020-11-19,22.63,155357486.0,24.479,222266.1836
175 HK Equity,2020-11-20,23.08,102901193.0,24.965,226682.0681
175 HK Equity,2020-11-23,23.38,98546496.0,25.289,229625.991
175 HK Equity,2020-11-24,23.929,112223718.0,25.884,235023.1831
175 HK Equity,2020-11-25,22.88,97944697.0,24.749,224774.4128
175 HK Equity,2020-11-26,22.88,93305524.0,24.749,224775.5578
175 HK Equity,2020-11-27,22.68,48686443.0,24.533,222813.5875
175 HK Equity,2020-11-30,21.531,104628999.0,23.29,211527.8294
175 HK Equity,2020-12-01,21.631,52396690.0,23.398,212510.4796
175 HK Equity,2020-12-02,20.732,145101645.0,22.425,203676.3257
175 HK Equity,2020-12-03,20.582,66815039.0,22.263,202203.9667
175 HK Equity,2020-12-04,21.032,75855546.0,22.749,206622.0962
175 HK Equity,2020-12-07,20.832,53522773.0,22.533,204658.9409
175 HK Equity,2020-12-08,20.932,68430260.0,22.641,205640.5185
175 HK Equity,2020-12-09,21.731,106587082.0,23.506,213493.1397
175 HK Equity,2020-12-10,21.181,54524621.0,22.912,208094.4626
175 HK Equity,2020-12-11,21.981,92155565.0,23.776,215947.0839
175 HK Equity,2020-12-14,22.43,69483961.0,24.262,220364.1833
175 HK Equity,2020-12-15,23.03,115614692.0,24.911,226253.6492
175 HK Equity,2020-12-16,22.83,63492577.0,24.695,224290.4939
175 HK Equity,2020-12-17,22.83,46674299.0,24.695,224290.4939
175 HK Equity,2020-12-18,23.03,56101507.0,24.911,226253.6492
175 HK Equity,2020-12-21,23.33,70377306.0,25.235,229198.3822
175 HK Equity,2020-12-22,22.081,82610964.0,23.884,216928.6615
175 HK Equity,2020-12-23,23.479,94537762.0,25.397,230670.7487
175 HK Equity,2020-12-24,23.33,29699948.0,25.235,229198.3822
175 HK Equity,2020-12-28,24.479,116399007.0,26.478,240486.5252
175 HK Equity,2020-12-29,23.829,74340401.0,25.775,234106.2705
175 HK Equity,2020-12-30,24.429,67656450.0,26.424,240005.5164
175 HK Equity,2020-12-31,26.477,130667976.0,28.639,260128.6783
175 HK Equity,2021-01-04,26.876,103389151.0,29.072,264067.2539
175 HK Equity,2021-01-05,26.327,81057545.0,28.477,258678.6493
175 HK Equity,2021-01-06,26.427,73651512.0,28.585,259672.2545
175 HK Equity,2021-01-07,27.776,118060002.0,30.044,272925.8478
175 HK Equity,2021-01-08,33.221,364051364.0,35.934,326431.095
175 HK Equity,2021-01-11,32.372,237336961.0,35.016,318086.2399
175 HK Equity,2021-01-12,32.322,114117304.0,34.962,317595.3661
175 HK Equity,2021-01-13,32.671,106495434.0,35.34,321031.4829
175 HK Equity,2021-01-14,32.771,112031931.0,35.448,322016.5105
175 HK Equity,2021-01-15,31.173,149614847.0,33.719,306308.388
175 HK Equity,2021-01-18,31.972,74914649.0,34.583,314198.4493
175 HK Equity,2021-01-19,31.972,90572075.0,34.583,314198.4493
175 HK Equity,2021-01-20,33.77,160289899.0,36.529,331872.1121
175 HK Equity,2021-01-21,33.271,85124710.0,35.988,326962.7613
175 HK Equity,2021-01-22,31.972,100642768.0,34.583,314198.4493
175 HK Equity,2021-01-25,33.77,112124340.0,36.529,331872.1121
175 HK Equity,2021-01-26,33.371,178000933.0,36.096,327944.6314
175 HK Equity,2021-01-27,31.672,138030782.0,34.259,311252.8388
175 HK Equity,2021-01-28,29.474,150558748.0,31.882,289651.6954
175 HK Equity,2021-01-29,28.325,179458341.0,30.639,278360.1887
175 HK Equity,2021-02-01,28.725,83876810.0,31.071,282287.6693
175 HK Equity,2021-02-02,29.974,95822499.0,32.422,294561.0462
175 HK Equity,2021-02-03,29.424,66538938.0,31.828,289160.7604
175 HK Equity,2021-02-04,28.775,82029161.0,31.125,282778.6044
175 HK Equity,2021-02-05,28.075,84295948.0,30.369,275905.5133
175 HK Equity,2021-02-08,28.225,46860394.0,30.531,277378.3185
175 HK Equity,2021-02-09,29.274,80605325.0,31.665,287687.9551
175 HK Equity,2021-02-10,29.924,74463700.0,32.368,294070.1111
175 HK Equity,2021-02-11,29.824,23820173.0,32.26,293088.241
175 HK Equity,2021-02-16,30.224,51193346.0,32.692,297015.7216
175 HK Equity,2021-02-17,30.174,45851899.0,32.638,296524.7865
175 HK Equity,2021-02-18,29.374,60971955.0,31.774,288669.8253
175 HK Equity,2021-02-19,29.224,89102220.0,31.611,287197.02
175 HK Equity,2021-02-22,28.325,96396340.0,30.639,278360.1887
175 HK Equity,2021-02-23,27.476,99943185.0,29.72,270014.2924
175 HK Equity,2021-02-24,25.877,157663007.0,27.991,254304.3699
175 HK Equity,2021-02-25,26.577,92289085.0,28.747,261177.461
175 HK Equity,2021-02-26,25.178,114252998.0,27.234,247431.2788
175 HK Equity,2021-03-01,26.027,57924048.0,28.153,255777.1751
175 HK Equity,2021-03-02,25.927,56408654.0,28.045,254795.305
175 HK Equity,2021-03-03,26.127,39967886.0,28.261,256759.0453
175 HK Equity,2021-03-04,24.628,77879836.0,26.64,242030.993
175 HK Equity,2021-03-05,24.329,77628222.0,26.316,239085.3825
175 HK Equity,2021-03-08,22.031,130147540.0,23.83,216502.369
175 HK Equity,2021-03-09,22.43,97850780.0,24.262,220429.8496
175 HK Equity,2021-03-10,23.03,65089357.0,24.911,226321.0705
175 HK Equity,2021-03-11,23.929,47305469.0,25.884,235157.9019
175 HK Equity,2021-03-12,23.729,53370874.0,25.667,233194.1616
175 HK Equity,2021-03-15,23.23,55173442.0,25.127,228284.8108
175 HK Equity,2021-03-16,23.929,46511449.0,25.884,235157.9019
175 HK Equity,2021-03-17,24.529,51850522.0,26.532,241049.1228
175 HK Equity,2021-03-18,24.678,57856295.0,26.694,242521.928
175 HK Equity,2021-03-19,23.929,69115567.0,25.884,235157.9019
175 HK Equity,2021-03-22,24.129,31192763.0,26.1,237121.6422
175 HK Equity,2021-03-23,22.53,136441063.0,24.371,221411.7197
175 HK Equity,2021-03-24,19.883,288862991.0,21.507,195392.1606
