ticker,period_end,revenue,net_income,eps,bvps,cfo,total_debt,roe,shares_out,announce_date,announce_date_est
6690 HK Equity,2016-12-31,70517.3517,1726.6091,0.2837,4.3444,1783.4985,49090.8148,20.5069,,2017-04-30,False
6690 HK Equity,2017-06-30,77585.0079,4416.8672,0.724,4.8217,8415.5414,48909.3835,22.3971,,2017-08-25,False
6690 HK Equity,2017-12-31,85843.8176,2490.7619,0.4088,5.4613,5671.32,55654.1641,23.1265,,2018-04-25,False
6690 HK Equity,2018-06-30,90488.1222,4787.9438,0.785,5.784,5322.7446,53599.3998,22.5311,,2018-08-30,False
6690 HK Equity,2018-12-31,93620.3598,2695.7152,0.4347,6.2406,12233.93,55725.0906,20.4913,,2019-04-30,False
6690 HK Equity,2019-06-30,100023.4642,5058.083,0.794,6.6233,3598.7344,59635.7625,20.0233,,2019-08-29,False
6690 HK Equity,2019-12-31,100738.519,3148.1641,0.4924,7.2783,10124.9047,57472.0374,18.7291,,2020-04-29,False
6690 HK Equity,2020-06-30,95728.0971,2780.8007,0.423,7.3455,-887.695,68835.2221,13.1011,,2020-08-28,False
6690 HK Equity,2020-12-31,113978.0,6102.0,0.9108,7.4034,18030.0,39494.0,15.4852,2448.27981,2021-03-30,False
6690 HK Equity,2021-06-30,111722.0,6859.0,0.74,7.8618,8501.0,26307.0,21.2169,2813.60385,2021-08-30,False
6690 HK Equity,2021-12-31,115828.3874,6208.1354,0.6607,8.5106,14793.7336,51207.9886,17.7994,2817.95384,2022-03-30,False
6690 HK Equity,2022-06-30,121629.0,7960.0,0.85,9.13,6068.0,28466.0,17.6994,2867.22534,2022-08-29,False
6690 HK Equity,2022-12-31,121921.0,6752.0,0.7262,9.893,9755.0,29868.0,16.9642,2870.12547,2023-03-30,False
6690 HK Equity,2023-06-30,131616.0,8963.0,0.96,10.2438,6448.0,32027.0,17.1812,2858.54827,2023-08-30,False
6690 HK Equity,2023-12-31,142582.0,7634.0,0.8247,10.7296,13679.0,34185.0,17.0466,2858.54827,2024-03-27,False
6690 HK Equity,2024-06-30,141982.4826,10409.6425,1.13,11.2029,7713.1845,58253.1342,17.8283,2858.54827,2024-08-27,False
6690 HK Equity,2024-12-31,144024.0,8321.0,0.9016,11.9129,9474.0,39626.0,17.5837,2857.39827,2025-03-27,False
6690 HK Equity,2025-06-30,156494.0344,12032.9958,1.3,12.2451,10280.8902,68992.071,18.4509,2857.39827,2025-08-28,False
6690 HK Equity,2025-12-31,145860.0,7520.0,0.8171,12.6571,2521.0,42564.0,16.9674,2854.94827,2026-03-26,False
6690 HK Equity,2026-06-30,152115.0502,10316.2549,1.12,12.7621,9514.2205,72998.1675,15.2074,2853.58727,2026-08-27,False
6862 HK Equity,2017-06-30,4756.065,424.804,0.09,,610.406,,,,2018-09-12,False
6862 HK Equity,2017-12-31,5881.105,603.041,0.12,0.2309,782.446,357.22,,,2018-09-12,False
6862 HK Equity,2018-06-30,7342.644,646.488,0.13,0.2372,995.574,1111.482,,,2018-09-12,False
6862 HK Equity,2018-12-31,9626.456,999.668,0.2004,1.6274,1379.062,410.354,33.8922,5300.0,2019-03-26,False
6862 HK Equity,2019-06-30,11694.626,911.035,0.17,1.7341,1454.447,4662.457,36.9302,5300.0,2019-08-20,False
6862 HK Equity,2019-12-31,14861.166,1433.676,0.2705,2.0043,3176.731,5405.697,24.3632,5300.0,2020-04-24,False
6862 HK Equity,2020-06-30,9760.605,-964.602,-0.18,1.6833,354.561,9478.355,5.1795,5300.0,2020-08-25,False
6862 HK Equity,2020-12-31,18853.65,1273.873,0.2404,1.9309,2563.079,12160.476,2.9656,5300.0,2021-03-23,False
6862 HK Equity,2021-06-30,20094.369,94.529,0.02,1.9322,2010.091,16369.496,14.2822,5300.0,2021-08-24,False
6862 HK Equity,2021-12-31,19002.358,-4257.704,-0.7997,1.4199,1600.43,14911.814,-45.879,5574.0,2022-03-23,False
6862 HK Equity,2022-06-30,15155.472,-266.258,-0.05,1.412,2532.54,13958.957,-50.5848,5574.0,2022-08-30,False
6862 HK Equity,2022-12-31,14274.5,1640.735,0.303,1.3353,3520.201,9855.102,17.8995,5574.0,2023-03-30,False
6862 HK Equity,2023-06-30,18885.854,2258.052,0.42,1.7176,5010.105,8045.687,46.0125,5574.0,2023-08-29,False
6862 HK Equity,2023-12-31,22567.494,2241.028,0.4139,2.0679,4119.738,7287.068,47.4341,5574.0,2024-03-26,False
6862 HK Equity,2024-06-30,21490.903,2038.125,0.38,1.7643,3886.928,6584.405,45.3922,5574.0,2024-08-27,False
6862 HK Equity,2024-12-31,21263.784,2669.959,0.4931,1.8719,4172.398,6168.246,42.8779,5574.0,2025-03-25,False
6862 HK Equity,2025-06-30,20703.294,1758.525,0.32,1.7688,2668.017,5876.223,46.2959,5574.0,2025-08-25,False
6862 HK Equity,2025-12-31,22522.061,2291.299,0.4231,1.7965,3177.876,5934.57,39.6115,5574.0,2026-03-24,False
6862 HK Equity,2026-06-30,22336.906,1766.871,0.33,1.7519,,5908.473,41.9601,5574.0,2026-08-25,False
688 HK Equity,2016-06-30,67738.7706,14551.5759,1.4725,17.5294,23899.4995,93751.3045,18.3367,9860.58105,2016-08-22,False
688 HK Equity,2016-12-31,68056.0575,17165.0225,1.6336,18.1551,23184.8071,155568.4754,17.1466,10956.20117,2017-03-22,False
688 HK Equity,2017-06-30,75792.7368,19134.5375,1.7496,19.2552,-15930.2044,137576.8825,18.5991,10956.20117,2017-08-21,False
688 HK Equity,2017-12-31,66430.5465,16236.3096,1.4819,20.1978,-24643.043,148451.0372,16.7097,10956.20154,2018-03-26,False
688 HK Equity,2018-06-30,72035.863,18877.7609,1.7236,21.2576,-5718.124,173443.2336,16.3025,10956.20154,2018-08-23,False
688 HK Equity,2018-12-31,71991.426,18838.496,1.7194,22.6139,-6353.466,171259.406,16.0818,10956.20154,2019-03-20,False
688 HK Equity,2019-06-30,69079.5916,18451.8459,1.6873,24.2635,-8120.2306,191783.4585,14.8145,10956.20154,2019-08-22,False
688 HK Equity,2019-12-31,83814.925,20293.316,1.8522,25.6114,15210.366,190172.732,14.6668,10956.20154,2020-03-26,False
688 HK Equity,2020-06-30,88625.398,20526.531,1.87,26.9343,4709.245,209279.61,14.5545,10956.20154,2020-08-24,False
688 HK Equity,2020-12-31,97164.13,23377.423,2.1339,28.6808,464.386,213672.269,14.7638,10954.08504,2021-03-29,False
688 HK Equity,2021-06-30,107879.151,20778.666,1.9,29.9735,1139.206,229014.21,14.1721,10944.81504,2021-08-23,False
688 HK Equity,2021-12-31,134361.632,19376.695,1.7704,31.3902,14789.075,242554.62,12.2107,10944.81504,2022-03-31,False
688 HK Equity,2022-06-30,103789.157,16742.941,1.53,32.235,-25318.316,271152.703,10.61,10944.88354,2022-08-24,False
688 HK Equity,2022-12-31,76532.412,6521.806,0.5959,32.3877,5718.749,271542.779,6.6657,10944.88354,2023-03-31,False
688 HK Equity,2023-06-30,89159.725,13489.777,1.23,33.2479,28637.133,252619.512,5.5844,10944.88354,2023-08-28,False
688 HK Equity,2023-12-31,113364.344,12120.06,1.1074,34.0815,-2506.821,258718.8,7.0405,10944.88354,2024-03-28,False
688 HK Equity,2024-06-30,86935.427,10313.63,0.94,34.586,-1180.046,256590.49,6.0433,10944.88354,2024-08-28,False
688 HK Equity,2024-12-31,98218.6,5322.028,0.4863,34.7752,39507.521,242547.187,4.1494,10944.88354,2025-03-31,False
688 HK Equity,2025-06-30,83219.084,8599.034,0.79,35.3242,-2100.955,228412.384,3.6387,10944.88354,2025-08-27,False
688 HK Equity,2025-12-31,84869.681,4092.152,0.3739,35.4456,12373.475,247706.385,3.3026,10944.88354,2026-03-31,False
688 HK Equity,2026-06-30,97599.111,7030.375,0.64,35.878,25347.444,237505.726,2.8545,10944.88354,2026-08-26,False
700 HK Equity,2016-06-30,67686.0,19920.0,2.128,15.0146,30066.0,84977.0,28.91,9407.69336,2016-08-17,False
700 HK Equity,2016-12-31,84252.0,21175.0,2.2553,18.5521,37889.0,109497.0,27.8933,9476.86523,2017-03-22,False
700 HK Equity,2017-06-30,106158.0,32707.0,3.48,22.6454,48697.0,116592.0,30.2755,9479.80229,2017-08-16,False
700 HK Equity,2017-12-31,131602.0,38803.0,4.1183,27.0086,62981.0,131905.0,33.2066,9498.98996,2018-03-21,False
700 HK Equity,2018-06-30,147203.0,41157.0,4.363,31.0147,44228.0,169477.0,31.3901,9504.09393,2018-08-15,False
700 HK Equity,2018-12-31,165491.0,37562.0,3.9731,34.0426,68374.0,179289.0,27.164,9520.26254,2019-03-21,False
700 HK Equity,2019-06-30,174286.0,51346.0,5.427,40.59,54792.0,211632.0,26.1017,9520.93839,2019-08-14,False
700 HK Equity,2019-12-31,203003.0,41964.0,4.4289,45.4598,94651.0,232520.0,24.6781,9552.37731,2020-03-18,False
700 HK Equity,2020-06-30,222948.0,62003.0,6.541,56.0335,97940.0,285491.0,22.5558,9553.64786,2020-08-12,False
700 HK Equity,2020-12-31,259116.0,97844.0,10.2983,73.5825,96866.0,262464.0,28.125,9591.66732,2021-03-24,False
700 HK Equity,2021-06-30,273562.0,90354.0,9.492,88.1842,83572.0,291149.0,27.2432,9595.20663,2021-08-18,False
700 HK Equity,2021-12-31,286556.0,134468.0,14.0996,84.0493,92336.0,323476.0,29.7722,9608.37847,2022-03-23,False
700 HK Equity,2022-06-30,269505.0,42032.0,4.407,76.5399,69303.0,360802.0,22.3036,9622.34898,2022-08-17,False
700 HK Equity,2022-12-31,285047.0,146211.0,15.3615,75.8198,78144.0,359141.0,24.6441,9576.31692,2023-03-22,False
700 HK Equity,2023-06-30,299194.0,52009.0,5.486,81.2925,102097.0,377577.0,26.1713,9598.08051,2023-08-16,False
700 HK Equity,2023-12-31,309821.0,63207.0,6.7035,85.6854,120747.0,371240.0,15.0611,9509.70282,2024-03-20,False
700 HK Equity,2024-06-30,320618.0,89519.0,9.59,92.0062,131535.0,364371.0,18.6367,9362.46697,2024-08-14,False
700 HK Equity,2024-12-31,339639.0,104554.0,11.3609,106.0449,133003.0,358112.0,21.7798,9224.57727,2025-03-19,False
700 HK Equity,2025-06-30,364526.0,103449.0,11.367,121.6123,156578.0,412486.0,21.0602,9176.26267,2025-08-13,False
700 HK Equity,2025-12-31,387240.0,121393.0,13.3855,127.0208,154328.0,406399.0,21.1347,9130.70991,2026-03-18,False
700 HK Equity,2026-06-30,401243.0,114115.0,12.639,124.9256,161929.0,471828.0,20.9295,9108.28477,2026-08-12,False
728 HK Equity,2016-06-30,176828.0,11673.0,0.14,3.8154,46348.0,106157.0,6.8745,13877.41016,2016-08-23,False
728 HK Equity,2016-12-31,175706.0,6345.0,0.0784,3.8968,54787.0,112528.0,5.8201,13877.41016,2017-03-21,False
728 HK Equity,2017-06-30,184315.0,12555.0,0.16,3.9547,47000.0,93184.0,6.011,13877.41016,2017-08-23,False
728 HK Equity,2017-12-31,181914.0,6062.0,0.0749,4.0264,49502.0,104377.0,5.8065,13877.41,2018-03-28,False
728 HK Equity,2018-06-30,193029.0,13570.0,0.17,4.135,50689.0,83267.0,5.9971,13877.41,2018-08-20,False
728 HK Equity,2018-12-31,184095.0,7640.0,0.0944,4.239,48609.0,95744.0,6.3414,13877.41,2019-03-19,False
728 HK Equity,2019-06-30,190488.0,13909.0,0.17,4.2725,53027.0,119641.0,6.3339,13877.41,2019-08-22,False
728 HK Equity,2019-12-31,185246.0,6608.0,0.0816,4.3556,59573.0,121168.0,5.8993,13877.41,2020-03-24,False
728 HK Equity,2020-06-30,193803.0,13949.0,0.17,4.4132,65286.0,88407.0,5.8488,13877.41,2020-08-18,False
728 HK Equity,2020-12-31,199758.0,6901.0,0.0853,4.4909,66974.0,93989.0,5.8243,13877.41,2021-03-09,False
728 HK Equity,2021-06-30,217546.6967,17743.1034,0.22,,67635.9494,,,13877.41,2021-08-10,False
728 HK Equity,2021-12-31,220315.0,8205.0,0.0933,4.6846,69898.0,58898.0,6.5515,13877.41,2022-03-17,False
728 HK Equity,2022-06-30,242319.0,18291.0,0.2,4.7165,65097.0,49196.0,,13877.41,2022-08-16,False
728 HK Equity,2022-12-31,239129.0,9302.0,0.1017,4.7219,71335.0,77380.0,6.4113,13877.41,2023-03-22,False
728 HK Equity,2023-06-30,260664.0,20153.0,0.22,4.8692,65536.0,69503.0,6.716,13877.41,2023-08-08,False
728 HK Equity,2023-12-31,252887.0,10293.0,0.1125,4.8403,71972.0,65191.0,6.959,13877.41,2024-03-26,False
728 HK Equity,2024-06-30,268011.0,21812.0,0.24,4.9863,58700.0,61402.0,7.1198,13877.41,2024-08-20,False
728 HK Equity,2024-12-31,261406.0,11200.0,0.1224,4.9438,86349.0,60743.0,7.3744,13877.41,2025-03-25,False
728 HK Equity,2025-06-30,271469.0,23017.0,0.25,5.102,47307.0,56221.0,7.4131,13877.41,2025-08-14,False
728 HK Equity,2025-12-31,258090.0,10168.0,0.1111,5.036,77762.0,49313.0,7.2677,13877.41,2026-03-24,False
728 HK Equity,2026-06-30,260471.0,19588.0,0.21,5.1568,61375.0,47056.0,6.3395,13877.41,2026-08-20,False
762 HK Equity,2016-06-30,140255.0,1429.0,0.06,9.52,41930.0,152589.0,2.1854,23947.08203,2016-08-17,False
762 HK Equity,2016-12-31,133942.0,-804.0,-0.0336,9.4963,33020.0,175292.0,0.2726,23947.08203,2017-03-15,False
762 HK Equity,2017-06-30,138160.0,2415.0,0.1,9.61,46664.0,174810.0,0.7033,23947.08203,2017-08-16,False
762 HK Equity,2017-12-31,136669.0,-587.0,-0.0233,9.9369,38567.0,72505.0,0.6879,30598.12435,2018-03-15,False
762 HK Equity,2018-06-30,149105.0,5912.0,0.19,10.1017,50905.0,50223.0,1.9751,30598.12435,2018-08-15,False
762 HK Equity,2018-12-31,141772.0,4285.0,0.14,10.2596,41741.0,40022.0,3.3001,30598.12435,2019-03-13,False
762 HK Equity,2019-06-30,144954.0,6877.0,0.22,10.3288,42355.0,64355.0,3.5711,30598.12435,2019-08-14,False
762 HK Equity,2019-12-31,145561.0,4453.0,0.1455,10.4597,51634.0,57278.0,3.5743,30598.12435,2020-03-23,False
762 HK Equity,2020-06-30,150397.0,7569.0,0.25,10.5363,47749.0,55007.0,3.7661,30598.12435,2020-08-12,False
762 HK Equity,2020-12-31,153441.0,4924.0,0.1609,10.6735,58558.0,42598.0,3.864,30598.12435,2021-03-11,False
762 HK Equity,2021-06-30,164174.0,9167.0,0.3,10.8199,50664.0,41981.0,4.3128,30598.12435,2021-08-19,False
762 HK Equity,2021-12-31,163680.0,5201.0,0.17,10.8614,60964.0,35069.0,4.361,30598.12435,2022-03-11,False
762 HK Equity,2022-06-30,176261.0,10957.0,0.36,11.1432,42171.0,36988.0,4.8087,30598.12435,2022-08-08,False
762 HK Equity,2022-12-31,178683.0,5788.0,0.1892,11.1647,59663.0,56176.0,4.9692,30598.12435,2023-03-08,False
762 HK Equity,2023-06-30,191833.0,12391.0,0.4,11.4827,38287.0,52557.0,5.2517,30598.12435,2023-08-09,False
762 HK Equity,2023-12-31,180764.0,6335.0,0.207,11.4868,65659.0,45544.0,5.4036,30598.12435,2024-03-19,False
762 HK Equity,2024-06-30,197341.0,13793.0,0.45,11.8174,29289.0,43196.0,5.6465,30598.12435,2024-08-15,False
762 HK Equity,2024-12-31,192248.0,6820.0,0.2229,11.7996,62401.0,39765.0,5.786,30598.12435,2025-03-18,False
762 HK Equity,2025-06-30,200202.0,14484.0,0.47,12.1329,29002.0,36844.0,5.8141,30598.12435,2025-08-12,False
762 HK Equity,2025-12-31,192021.0,6332.0,0.2069,12.0361,63292.0,34087.0,5.7083,30598.12435,2026-03-19,False
762 HK Equity,2026-06-30,201364.0,9468.0,0.31,12.1964,32943.0,31347.0,4.2449,30598.12435,2026-08-18,False
823 HK Equity,2016-03-31,4555.0,8286.0,3.5783,55.1882,2506.0,29363.0,13.2753,,2016-06-29,True
823 HK Equity,2016-06-30,,,,,,,,2308.2287,2015-11-11,False
823 HK Equity,2016-09-30,4608.0,5953.0,2.5753,56.5621,2747.0,29739.0,11.2992,,2016-12-29,True
823 HK Equity,2016-12-30,,,,,,,,2287.148,2016-06-08,False
823 HK Equity,2017-03-31,4647.0,11758.0,5.1423,60.7064,2595.0,27497.0,13.3352,,2017-06-29,True
823 HK Equity,2017-06-30,,,,,,,,2277.20808,2016-11-09,False
823 HK Equity,2017-09-30,4949.0,12132.0,5.3352,65.218,3024.0,33391.0,17.2177,,2017-12-29,True
823 HK Equity,2017-12-29,,,,,,,,2254.7872,2017-06-07,False
823 HK Equity,2018-03-31,5074.0,35629.0,15.827,80.7227,2658.0,25785.0,30.1488,,2018-06-29,True
823 HK Equity,2018-06-29,,,,,,,,2212.43868,2017-11-07,False
823 HK Equity,2018-09-30,4930.0,9226.0,4.1885,82.9987,2614.0,22122.0,27.3496,,2018-12-29,True
823 HK Equity,2018-12-31,,,,,,,,2173.26187,2018-06-06,False
823 HK Equity,2019-03-31,5107.0,11103.0,5.1114,86.9557,2771.0,24217.0,11.0684,,2019-06-29,True
823 HK Equity,2019-06-28,,,,,,,,2170.51904,2018-11-13,False
823 HK Equity,2019-09-30,5332.0,6742.0,3.1098,88.0265,3048.0,27748.0,9.638,,2019-12-29,True
823 HK Equity,2019-12-31,,,,,,,,2146.64813,2019-06-03,False
823 HK Equity,2020-03-31,5386.0,-23864.0,-11.1304,75.4206,2847.0,34598.0,-9.8275,,2020-06-29,True
823 HK Equity,2020-06-30,,,,,,,,2117.60424,2019-11-13,False
823 HK Equity,2020-09-30,5233.0,-4093.0,-1.9339,72.4947,2744.0,36029.0,-16.2645,,2020-12-29,True
823 HK Equity,2020-12-31,,,,,,,,2142.264,2020-06-01,False
823 HK Equity,2021-03-31,5511.0,5278.0,2.475,74.0898,3544.0,38636.0,0.7443,,2021-06-29,True
823 HK Equity,2021-06-30,,,,,,,,2142.264,2020-11-09,False
823 HK Equity,2021-09-30,5778.0,6288.0,2.9349,75.787,2675.0,42491.0,7.2996,,2021-12-29,True
823 HK Equity,2021-12-31,,,,,,,,2151.2935,2021-06-17,False
823 HK Equity,2022-03-31,5824.0,606.0,0.2804,74.9225,3161.0,49745.0,4.2899,,2022-06-29,True
823 HK Equity,2022-06-30,,,,,,,,2171.41695,2021-11-09,False
823 HK Equity,2022-09-30,6042.0,13993.0,6.4431,78.5798,3214.0,54068.0,8.7522,,2022-12-29,True
823 HK Equity,2022-12-30,,,,,,,,2168.6419,2022-06-01,False
823 HK Equity,2023-03-31,6192.0,1458.0,0.6486,73.9826,3052.0,64913.0,8.7883,,2023-06-29,True
823 HK Equity,2023-06-30,,,,,,,,2553.84509,2022-11-08,False
823 HK Equity,2023-09-30,6725.0,-3374.0,-1.33,70.7158,3249.0,58764.0,-1.0894,,2023-12-29,True
823 HK Equity,2023-12-29,,,,,,,,2561.93058,2023-05-31,False
823 HK Equity,2024-03-31,6853.0,1391.0,0.5387,70.0211,3167.0,59259.0,-1.0784,,2024-06-29,True
823 HK Equity,2024-06-28,,,,,,,,2553.84511,2023-11-08,False
823 HK Equity,2024-09-30,7153.0,-3684.0,-1.44,66.8051,3435.0,54945.0,-1.298,,2024-12-29,True
823 HK Equity,2024-12-31,,,,,,,,2586.88037,2024-05-29,False
823 HK Equity,2025-03-31,7070.0,-5179.0,-2.0081,63.3017,3474.0,52908.0,-5.1786,,2025-06-29,True
823 HK Equity,2025-06-30,,,,,,,,2582.39646,2024-11-06,False
823 HK Equity,2025-09-30,7023.0,-1614.0,-0.62,61.1858,3615.0,54518.0,-4.1115,,2025-12-29,True
823 HK Equity,2025-12-31,,,,,,,,2582.39646,2025-05-27,False
823 HK Equity,2026-03-31,6915.0,-5783.0,-2.2301,57.7528,3201.0,56291.0,-4.718,,2026-06-29,True
823 HK Equity,2026-06-30,,,,,,,,2582.39646,2025-11-20,False
836 HK Equity,2016-06-30,30971.184,5486.258,1.12,14.7257,9289.162,92129.973,11.7733,4807.25537,2016-08-18,False
836 HK Equity,2016-12-31,35241.406,2372.279,0.497,14.3564,10909.128,91463.402,11.0168,4807.6626,2017-03-23,False
836 HK Equity,2017-06-30,34092.283,1853.554,0.39,14.521,1962.293,103181.427,6.0093,4810.44385,2017-08-16,False
836 HK Equity,2017-12-31,39219.394,2769.769,0.5799,15.6446,13849.009,100922.869,6.4108,4810.44374,2018-03-19,False
836 HK Equity,2018-06-30,39307.766,2959.127,0.62,15.2823,1373.056,109509.285,7.9919,4810.44374,2018-08-16,False
836 HK Equity,2018-12-31,37632.359,991.308,0.2073,14.5798,13018.642,96675.137,5.4358,4810.44374,2019-03-22,False
836 HK Equity,2019-06-30,32916.036,4017.785,0.84,15.168,2809.255,101857.642,6.8393,4810.44374,2019-08-14,False
836 HK Equity,2019-12-31,34841.596,2572.56,0.5348,15.1595,15625.159,88941.462,9.2134,4810.44374,2020-03-30,False
836 HK Equity,2020-06-30,31184.879,4528.857,0.94,15.2705,1087.847,99343.217,9.6999,4810.44374,2020-08-17,False
836 HK Equity,2020-12-31,38365.932,3053.811,0.6348,17.8368,17007.516,103342.485,9.5544,4810.44374,2021-03-18,False
836 HK Equity,2021-06-30,42799.952,5635.468,1.17,18.8196,3239.04,108286.454,10.5974,4810.44374,2021-08-20,False
836 HK Equity,2021-12-31,47614.214,-3497.619,-0.7271,18.4997,1231.568,129474.179,2.4461,4810.44374,2022-03-16,False
836 HK Equity,2022-06-30,50409.175,4369.939,0.91,17.9897,6151.459,133285.048,0.9853,4810.44374,2022-08-17,False
836 HK Equity,2022-12-31,52895.922,2672.539,0.5556,17.0958,13969.603,132971.901,8.2257,4810.44374,2023-03-22,False
836 HK Equity,2023-06-30,51483.669,6740.1,1.4,17.1951,6450.762,152804.832,11.1225,4810.44374,2023-08-22,False
836 HK Equity,2023-12-31,51850.653,4263.183,0.8862,17.6644,18172.493,161519.613,13.1609,4810.44374,2024-03-20,False
836 HK Equity,2024-06-30,51119.684,9362.748,1.95,18.8065,8269.14,186310.496,15.7358,4810.44374,2024-08-27,False
836 HK Equity,2024-12-31,54164.599,5025.699,1.0274,19.1521,21319.665,194156.392,15.629,5177.05774,2025-03-20,False
836 HK Equity,2025-06-30,50266.881,7872.138,1.52,20.3817,12287.028,205141.202,13.1621,5177.05774,2025-08-21,False
836 HK Equity,2025-12-31,51742.997,6646.812,1.2839,21.4979,29417.77,212842.789,13.7982,5177.05774,2026-03-18,False
836 HK Equity,2026-06-30,54976.931,6649.412,1.28,23.5235,8048.437,230630.096,11.6993,5177.05774,2026-08-26,False
857 HK Equity,2016-06-30,739067.0,531.0,0.003,6.4606,104586.0,551475.0,0.9002,21098.90039,2016-08-24,False
857 HK Equity,2016-12-31,877836.0,7372.0,0.0403,6.4983,149448.0,526204.0,0.6672,21098.90039,2017-03-30,False
857 HK Equity,2017-06-30,975909.0,12674.0,0.069,6.5456,142849.0,501750.0,1.6843,21098.90039,2017-08-24,False
857 HK Equity,2017-12-31,1039981.0,10119.0,0.0553,6.5228,213624.0,475972.0,1.9129,21098.9,2018-03-22,False
857 HK Equity,2018-06-30,1119637.0,27439.0,0.15,6.603,149205.0,432892.0,3.1214,21098.9,2018-08-30,False
857 HK Equity,2018-12-31,1255297.0,25591.0,0.1398,6.6335,189484.0,422699.0,4.4047,21098.9,2019-03-21,False
857 HK Equity,2019-06-30,1196259.0,28420.0,0.155,6.704,143740.0,615628.0,4.4354,21098.9,2019-08-29,False
857 HK Equity,2019-12-31,1320551.0,17257.0,0.0943,6.7229,206765.0,631411.0,3.7371,21098.9,2020-03-26,False
857 HK Equity,2020-06-30,929045.0,-29983.0,-0.164,6.4951,71288.0,664071.0,-1.0536,21098.9,2020-08-27,False
857 HK Equity,2020-12-31,1004791.0,48989.0,0.2677,6.6394,237897.0,498144.0,1.5543,21098.9,2021-03-25,False
857 HK Equity,2021-06-30,1196581.0,53037.0,0.29,6.8378,117597.0,513164.0,8.3621,21098.9,2021-08-26,False
857 HK Equity,2021-12-31,1417768.0,39133.0,0.2138,6.9039,226161.0,470298.0,7.4369,21098.9,2022-03-31,False
857 HK Equity,2022-06-30,1614621.0,81627.0,0.45,7.2922,194064.0,464453.0,9.3392,21098.9,2022-08-25,False
857 HK Equity,2022-12-31,1624546.0,66987.0,0.366,7.4681,184974.0,464507.0,11.2998,21098.9,2023-03-28,False
857 HK Equity,2023-06-30,1479871.0,85272.0,0.47,7.7201,218738.0,425722.0,11.0832,21098.9,2023-08-30,False
857 HK Equity,2023-12-31,1532941.0,76144.0,0.416,7.9285,238351.0,413198.0,11.4564,21098.9,2024-03-25,False
857 HK Equity,2024-06-30,1554973.0,88802.0,0.49,8.1393,220217.0,334242.0,11.3657,21098.9,2024-08-26,False
857 HK Equity,2024-12-31,1383008.0,75874.0,0.4146,8.2798,195461.0,370369.0,11.1028,21098.9,2025-03-30,False
857 HK Equity,2025-06-30,1450021.0,85171.0,0.47,8.5012,235978.0,381808.0,10.5757,21098.9,2025-08-26,False
857 HK Equity,2025-12-31,1414370.0,73309.0,0.4006,8.8366,186258.0,369740.0,10.1179,21098.9,2026-03-29,False
857 HK Equity,2026-06-30,1527491.0,103934.0,0.57,8.9509,254295.0,414895.0,11.0982,21098.9,2026-08-30,False
868 HK Equity,2016-06-30,5885.042,1369.122,0.3533,3.3581,1479.955,6810.618,19.4814,3880.87158,2016-08-02,False
868 HK Equity,2016-12-31,6963.358,1844.306,0.4743,3.3869,2391.522,7674.438,24.8147,3891.46021,2017-02-28,False
868 HK Equity,2017-06-30,6676.799,1635.924,0.4164,3.8477,630.459,7866.205,24.4905,3998.19556,2017-07-31,False
868 HK Equity,2017-12-31,8050.743,2377.84,0.5932,4.5393,3263.053,8466.385,25.5506,4016.30665,2018-02-26,False
868 HK Equity,2018-06-30,7747.838,2007.524,0.5,4.6304,2221.999,9131.848,25.8742,4015.63965,2018-07-31,False
868 HK Equity,2018-12-31,8266.652,2229.282,0.5577,4.6641,2823.489,9969.374,22.9874,3993.18215,2019-02-25,False
868 HK Equity,2019-06-30,7449.94,2124.768,0.531,4.9158,1556.92,11196.547,22.7867,4007.96085,2019-08-07,False
868 HK Equity,2019-12-31,8808.549,2353.024,0.5865,5.1867,2541.464,10816.605,22.689,4016.75615,2020-03-16,False
868 HK Equity,2020-06-30,7133.956,1382.387,0.344,5.0561,1369.796,11926.603,18.656,4019.09415,2020-08-03,False
868 HK Equity,2020-12-31,11481.923,5039.826,1.2489,6.9022,3574.434,11657.266,26.3595,4038.62365,2021-03-01,False
868 HK Equity,2021-06-30,13575.531,5376.967,1.334,7.6979,2575.33,12084.001,40.418,4052.37035,2021-08-02,False
868 HK Equity,2021-12-31,16883.589,6178.92,1.5365,8.6095,9197.573,15545.113,36.9905,4027.11955,2022-02-28,False
868 HK Equity,2022-06-30,13649.417,3304.917,0.821,8.1308,3971.371,17012.914,29.629,4033.43025,2022-08-01,False
868 HK Equity,2022-12-31,12096.573,1822.237,0.4474,7.7809,3366.412,14665.081,15.4035,4107.40593,2023-02-27,False
868 HK Equity,2023-06-30,12621.221,2147.89,0.521,7.694,1529.403,13363.489,12.3246,4126.03733,2023-07-31,False
868 HK Equity,2023-12-31,11672.452,2735.213,0.6537,7.7181,3500.649,7466.857,15.1267,4222.54567,2024-02-28,False
868 HK Equity,2024-06-30,10881.695,2509.339,0.5941,8.462,2012.858,7335.696,15.5709,4224.53627,2024-07-31,False
868 HK Equity,2024-12-31,10516.375,639.257,0.1493,7.8685,3973.697,7322.167,9.4164,4357.19292,2025-03-02,False
868 HK Equity,2025-06-30,9821.324,1012.838,0.2325,8.0328,1577.735,7151.074,4.6703,4357.19292,2025-08-01,False
868 HK Equity,2025-12-31,11007.69,1716.166,0.3899,8.3201,3888.24,4807.179,7.6772,4424.10885,2026-02-27,False
