date,top,bottom,long_short,universe
2020-01-31,2.0836494504924357,1.486010659545335,1.3727325426202608,1.5865021981001866
2020-02-29,1.8608612322392193,1.2832572568417624,1.4132546435843967,1.3950048969394322
2020-03-31,2.1430162889931994,1.3771577519259255,1.524128010919496,1.5305575509715224
2020-04-30,2.2327457017906607,1.2561041948354117,1.7219165813537933,1.482225887776396
2020-05-31,2.6414126354822036,1.3089879496850927,1.964589635922318,1.6306281959079556
2020-06-30,2.886691666568969,1.3453353888125172,2.092467618541772,1.748788598578282
2020-07-31,3.091546443840678,1.4126831177952746,2.1362107914202073,1.8545094014110748
2020-08-31,3.1954010725221274,1.2877387298568057,2.3969093373645687,1.8033681863298812
2020-09-30,3.469792192490574,1.287699785661243,2.602805952873428,1.8386778674077082
2020-10-31,3.74852870628016,1.5042152313377624,2.3742564018926307,2.053101973210747
2020-11-30,4.46580459602212,1.4636406428422275,2.8926101615247046,2.1822673904948875
2020-12-31,4.724739939640318,1.4786293210960904,3.0307065754877254,2.263422809348946
2021-01-31,4.716210309450825,1.6309361272964735,2.7130560580058845,2.378437729493279
2021-02-28,4.615901869111956,1.6499716522674859,2.6236869114509087,2.375549864360648
2021-03-31,4.932648805999002,1.7040153210622755,2.7177894073098017,2.454570668661211
2021-04-30,5.244015170775493,1.748771930055183,2.817962186550054,2.550279950529396
2021-05-31,5.711276380108575,1.761109824980084,3.0491718521784024,2.593469348566096
2021-06-30,5.338858616057185,1.6352830191419945,3.068198686608161,2.4371694860730497
2021-07-31,5.739866737781129,1.6037478204419138,3.357822693109432,2.4948035810425737
2021-08-31,5.212904855934925,1.497536149257357,3.271929009245355,2.3747906326866817
2021-09-30,5.180942358332552,1.471833017067005,3.3080255715460316,2.381708292107031
2021-10-31,5.039393266079575,1.3964894860903685,3.38698536887026,2.2979554989424487
2021-11-30,5.009827677281428,1.405157975913313,3.34609010158517,2.310567431630693
2021-12-31,4.705393178154211,1.3427078173753668,3.291468710898082,2.2924519804210908
2022-01-31,4.972578925033102,1.2873156958921312,3.614154143806664,2.305641379885272
2022-02-28,4.884397408150842,1.1569324162021704,3.9161149417545844,2.1737950236630645
2022-03-31,4.786066977606072,1.1045507463898012,4.014584892588285,2.1058075003200005
2022-04-30,5.007012326338496,1.1032020480915121,4.204817284502961,2.154667832736453
2022-05-31,4.970795020024887,1.3345240408656571,3.292726559315483,2.2593772488243284
2022-06-30,4.9556254999979785,1.2243746788584136,3.5544541426631566,2.143918282878973
