date,AUDUSD Curncy,BDIY Index,CL1 Comdty,CNCPIYOY Index,CNGDPYOY Index,CO1 Comdty,CPI YOY Index,CPMINDX Index,DXY Curncy,EURUSD Curncy,FDTR Index,GBPUSD Curncy,GC1 Comdty,GCNY10YR Index,HG1 Comdty,HIHD01M Index,HIHD03M Index,HKCPIY Index,HKGDYOY Index,HKUERATE Index,HSAHP Index,HSCEI Index,HSCI Index,HSI Index,HSTECH Index,LF98TRUU Index,LUACTRUU Index,MXEF Index,MXWO Index,NAPMPMI Index,NDX Index,NG1 Comdty,NKY Index,SHCOMP Index,SHSZ300 Index,SI1 Comdty,SPX Index,USDCNH Curncy,USDCNY Curncy,USDHKD Curncy,USDJPY Curncy,USGG10YR Index,USGG2YR Index,USGG30YR Index,USURTOT Index,VHSI Index,VIX Index
2021-07-19,0.7344,3059.0,66.42,,,68.62,,,92.891,1.18,0.25,1.3675,1809.2,2.948,421.05,0.07857,0.15607,,,,138.54,9958.56,4283.7,27489.78,7431.99,2417.17,3563.11,1317.22,2975.55,,14549.09,3.779,27652.74,3539.123,5113.5,25.126,4258.49,6.495,6.4905,7.771,109.46,1.1888,0.2156,1.8197,,19.11,22.5
2021-07-20,0.733,3053.0,67.42,,,69.35,,,92.973,1.1781,0.25,1.3628,1811.4,2.931,427.35,0.07696,0.15357,,,,139.45,9864.57,4238.5,27259.25,7337.55,2421.18,3555.75,1311.07,3005.86,,14728.21,3.876,27388.16,3536.791,5108.99,24.977,4323.06,6.4882,6.485,7.773,109.85,1.2218,0.1996,1.8771,,19.95,19.73
2021-07-21,0.7359,3058.0,70.3,,,72.23,,,92.754,1.1794,0.25,1.3713,1803.4,2.922,428.25,0.07357,0.15089,,,,139.8,9831.02,4234.12,27224.58,7327.7,2426.53,3544.12,1312.15,3036.72,,14842.63,3.959,27548.0,3562.661,5144.04,25.238,4358.69,6.4645,6.468,7.7731,110.29,1.2884,0.2078,1.9387,,19.83,17.91
2021-07-22,0.7379,3103.0,71.91,,,73.79,,,92.822,1.1771,0.25,1.3768,1805.4,2.929,434.8,0.07339,0.15018,,,,139.04,10006.57,4305.85,27723.84,7490.13,2428.64,3556.08,1326.38,3046.6,,14940.17,4.003,,3574.734,5151.75,25.365,4367.48,6.4757,6.4707,7.7708,110.14,1.2783,0.1998,1.9165,,18.48,17.69
2021-07-23,0.7366,3199.0,72.07,,,74.1,,,92.912,1.1771,0.25,1.3748,1801.8,2.912,440.65,0.07339,0.14946,,,,139.27,9839.05,4230.7,27321.98,7268.14,2430.35,3550.98,1311.3,3072.38,,15111.79,4.06,,3550.396,5089.23,25.218,4411.79,6.4764,6.4813,7.77,110.55,1.2763,0.1981,1.9151,,19.98,17.2
2021-07-26,0.7385,3210.0,71.91,,,74.5,,,92.649,1.1803,0.25,1.3818,1799.2,2.879,458.9,0.07357,0.14946,,,,139.99,9355.24,4034.85,26192.32,6790.96,2431.57,3548.79,1279.99,3080.41,,15125.95,4.102,27833.29,3467.441,4925.3,25.295,4422.3,6.4835,6.4829,7.7787,110.39,1.2896,0.1941,1.9418,,25.11,17.58
2021-07-27,0.7362,3166.0,71.65,,,74.48,,,92.432,1.1817,0.25,1.3879,1799.8,2.921,454.6,0.08071,0.15018,,,,140.2,8879.58,3836.05,25086.43,6249.65,2429.37,3560.55,1252.43,3068.87,,14956.97,3.971,27970.22,3381.183,4751.31,24.632,4401.46,6.5269,6.5112,7.7855,109.78,1.2411,0.2035,1.8936,,33.68,19.36
2021-07-28,0.7376,3154.0,72.39,,,74.74,,,92.322,1.1845,0.25,1.3902,1799.7,2.927,447.9,0.08839,0.14946,,,,138.36,9071.1,3910.52,25473.88,6443.31,2429.56,3564.62,1268.21,3069.49,,15018.1,4.044,27581.66,3361.59,4760.48,24.856,4400.64,6.4859,6.4909,7.7808,109.91,1.2327,0.2016,1.8801,,28.42,18.31
2021-07-29,0.7396,3214.0,73.62,,,76.05,,,91.864,1.1887,0.25,1.3959,1831.2,2.896,452.35,0.08125,0.14804,,,,137.82,9415.69,4057.83,26315.32,6958.77,2431.23,3557.31,1295.41,3089.82,,15048.36,4.059,27782.42,3411.724,4850.27,25.782,4419.15,6.4574,6.4564,7.7703,109.48,1.2693,0.2035,1.9195,,23.95,17.7
2021-07-30,0.7344,3292.0,73.95,,,76.33,,,92.174,1.187,0.25,1.3904,1812.6,2.855,448.25,0.08268,0.14875,,,,137.91,9233.22,4004.47,25961.03,6780.97,2431.83,3563.68,1277.8,3069.25,,14959.9,3.914,27283.59,3397.357,4811.17,25.547,4395.26,6.4633,6.4614,7.7718,109.72,1.2223,0.1839,1.8922,,25.13,18.24
2021-07-31,,,,1.0,,,5.4,50.4,,,,,,,,,,3.7,,4.9,,,,,,,,,,60.2,,,,,,,,,,,,,,,5.4,,
2021-08-02,0.7361,3282.0,71.26,,,72.89,,,92.048,1.187,0.25,1.3883,1818.1,2.829,443.3,0.0825,0.14875,,,,137.71,9336.6,4055.48,26235.8,6796.25,2432.11,3574.25,1293.11,3077.11,,14963.62,3.935,27781.02,3464.285,4933.74,25.575,4387.16,6.465,6.4621,7.7724,109.31,1.1773,0.1722,1.8498,,23.55,19.46
2021-08-03,0.7396,3281.0,70.56,,,72.41,,,92.081,1.1864,0.25,1.3916,1810.1,2.832,438.6,0.08821,0.15089,,,,136.52,9320.38,4042.72,26194.82,6696.66,2429.38,3573.96,1294.18,3092.51,,15061.42,4.027,27641.83,3447.991,4934.46,25.582,4423.15,6.4666,6.4703,7.7784,109.04,1.1722,0.1703,1.8408,,23.78,18.04
2021-08-04,0.7379,3318.0,68.15,,,70.38,,,92.27,1.1837,0.25,1.3889,1810.5,2.83,433.25,0.08125,0.14875,,,,136.44,9419.25,4077.75,26426.55,6859.4,2427.44,3574.19,1303.99,3085.83,,15083.39,4.158,27584.08,3477.219,4978.85,25.461,4402.66,6.463,6.4662,7.7754,109.48,1.182,0.1802,1.8389,,21.81,17.97
2021-08-05,0.7405,3376.0,69.09,,,71.29,,,92.244,1.1834,0.25,1.3931,1805.1,2.826,434.8,0.07768,0.15018,,,,137.32,9296.43,4023.84,26204.69,6715.33,2427.27,3563.54,1300.09,3102.23,,15181.64,4.14,27728.12,3466.549,4948.67,25.292,4429.1,6.462,6.4615,7.7771,109.77,1.2235,0.198,1.8612,,23.0,17.28
2021-08-06,0.7356,3371.0,68.28,,,70.7,,,92.8,1.1762,0.25,1.3872,1760.0,2.816,434.8,0.07768,0.14946,,,,137.65,9273.55,4018.96,26179.4,6697.1,2427.17,3539.31,1292.53,3098.06,,15109.36,4.14,27820.04,3458.228,4921.56,24.326,4436.52,6.4786,6.4831,7.7802,110.25,1.2969,0.2083,1.9454,,22.79,16.15
2021-08-09,0.7333,3371.0,66.48,,,69.04,,,92.945,1.1737,0.25,1.3847,1723.4,2.864,428.95,0.07661,0.14946,,,,137.72,9313.97,4037.53,26283.4,6664.91,2425.4,3530.61,1294.2,3097.06,,15133.11,4.06,,3494.635,4985.56,23.269,4432.35,6.4864,6.4864,7.7838,110.29,1.3237,0.2203,1.9703,,22.67,16.72
2021-08-10,0.735,3375.0,68.29,,,70.63,,,93.055,1.172,0.25,1.3843,1728.8,2.875,435.4,0.07429,0.14946,,,,137.29,9499.18,4106.61,26605.62,6830.15,2423.3,3523.27,1300.33,3099.49,,15053.58,4.089,27888.15,3529.931,5043.15,23.392,4436.75,6.4874,6.4859,7.7814,110.57,1.349,0.2383,1.9988,,21.01,16.79
2021-08-11,0.7374,3410.0,69.25,,,71.44,,,92.922,1.1739,0.25,1.3868,1750.4,2.887,436.75,0.07107,0.14679,,,,136.67,9548.13,4112.77,26660.16,6820.68,2421.55,3524.21,1297.58,3109.97,,15027.76,4.059,28070.51,3532.621,5015.34,23.488,4447.7,6.4763,6.4795,7.7787,110.43,1.3303,0.2186,1.9988,,19.98,16.06
2021-08-12,0.7335,3503.0,69.09,,,71.31,,,93.035,1.173,0.25,1.3808,1749.0,2.869,436.0,0.06589,0.14286,,,,137.28,9465.46,4083.82,26517.82,6719.19,2422.14,3524.87,1290.91,3115.74,,15088.98,3.933,28015.02,3524.737,4973.35,23.116,4460.83,6.4776,6.4795,7.7814,110.41,1.359,0.2227,1.9988,,19.78,15.59
2021-08-13,0.737,3566.0,68.44,,,70.59,,,92.518,1.1797,0.25,1.3866,1775.2,2.892,439.15,0.06554,0.14286,,,,136.98,9377.79,4063.32,26391.62,6589.54,2423.36,3545.85,1280.86,3125.12,,15136.68,3.861,27977.15,3516.299,4945.98,23.779,4468.0,6.4776,6.4774,7.7829,109.59,1.2767,0.2071,1.9291,,19.79,15.45
2021-08-16,0.7338,3606.0,67.29,,,69.51,,,92.628,1.1778,0.25,1.3849,1786.9,2.894,432.7,0.06411,0.14196,,,,137.27,9265.24,4026.05,26181.46,6420.14,2423.98,3550.45,1272.19,3121.99,,15140.77,3.946,27523.19,3517.345,4941.07,23.791,4479.71,6.4761,6.4747,7.7843,109.24,1.265,0.2092,1.927,,20.66,16.12
2021-08-17,0.7253,3657.0,66.59,,,69.03,,,93.13,1.171,0.25,1.3741,1785.0,2.882,420.6,0.0675,0.14143,,,,137.58,9057.88,3947.14,25745.87,6218.89,2423.04,3546.15,1255.78,3100.12,,15002.83,3.837,27424.47,3446.976,4837.4,23.659,4448.08,6.4912,6.4863,7.7924,109.6,1.2617,0.2133,1.9189,,22.89,17.91
2021-08-18,0.7232,3833.0,65.46,,,68.23,,,93.136,1.1711,0.25,1.3756,1781.6,2.852,412.0,0.07804,0.14424,,,,138.49,9150.36,3972.5,25867.01,6226.69,2423.83,3547.22,1261.6,3078.01,,14857.92,3.852,27585.91,3485.286,4894.24,23.422,4400.27,6.485,6.4847,7.7879,109.77,1.2583,0.2155,1.8972,,22.11,21.57
2021-08-19,0.7147,3976.0,63.69,,,66.45,,,93.568,1.1675,0.25,1.3639,1780.2,2.838,404.1,0.07464,0.14393,,,,139.72,8916.02,3889.73,25316.33,6044.03,2420.5,3552.13,1232.41,3063.22,,14933.94,3.83,27281.17,3465.555,4862.14,23.23,4405.8,6.5011,6.4949,7.79,109.74,1.2433,0.2196,1.8709,,24.72,21.67
2021-08-20,0.7132,4092.0,62.32,,,65.18,,,93.496,1.1698,0.25,1.3623,1781.0,2.848,413.7,0.07268,0.14411,,,,140.73,8742.44,3809.71,24849.72,5895.06,2421.97,3552.53,1220.78,3080.02,,15092.57,3.851,27013.25,3427.334,4769.27,23.112,4441.67,6.5002,6.5015,7.7909,109.78,1.255,0.2241,1.8688,,27.2,18.56
2021-08-23,0.7209,4147.0,65.64,,,68.75,,,92.958,1.1745,0.25,1.3719,1803.2,2.868,423.7,0.06911,0.14482,,,,139.44,8815.56,3866.76,25109.59,6021.27,2426.41,3554.64,1237.53,3112.57,,15312.82,3.945,27494.24,3477.132,4835.88,23.656,4479.53,6.4771,6.4816,7.7927,109.7,1.2517,0.2242,1.8708,,25.33,17.15
2021-08-24,0.7258,4201.0,67.54,,,71.05,,,92.893,1.1756,0.25,1.3729,1805.6,2.856,425.8,0.06982,0.14554,,,,139.16,9098.68,3975.26,25727.92,6446.18,2430.34,3546.83,1270.01,3122.0,,15357.68,3.896,27732.1,3514.471,4888.39,23.894,4486.23,6.4696,6.4714,7.7876,109.65,1.2935,0.2223,1.9161,,23.0,17.22
2021-08-25,0.7276,4193.0,68.36,,,72.25,,,92.825,1.1772,0.25,1.3763,1788.2,2.861,426.75,0.06554,0.14184,,,,138.98,9076.03,3981.62,25693.95,6458.97,2433.06,3538.44,1275.31,3125.83,,15368.92,3.897,27724.8,3540.384,4898.16,23.775,4496.19,6.4701,6.4757,7.7838,110.02,1.339,0.2386,1.9482,,23.1,16.79
2021-08-26,0.7237,4195.0,67.42,,,71.07,,,93.062,1.1752,0.25,1.37,1792.2,2.89,424.75,0.06268,0.14064,,,,139.3,8937.29,3936.49,25415.69,6337.03,2434.09,3541.03,1266.13,3110.27,,15278.52,4.184,27742.29,3501.664,4801.61,23.55,4470.0,6.4846,6.4818,7.7875,110.09,1.3491,0.2406,1.9468,,23.56,18.84
2021-08-27,0.7312,4235.0,68.74,,,72.7,,,92.686,1.1795,0.25,1.3764,1816.6,2.873,431.85,0.06339,0.14071,,,,139.6,8957.81,3939.5,25407.89,6322.28,2438.86,3552.38,1272.67,3133.67,,15432.95,4.37,27641.14,3522.157,4827.04,24.062,4509.37,6.4624,6.472,7.7876,109.84,1.307,0.2151,1.9167,,23.91,16.39
2021-08-30,0.7296,,69.21,,,73.41,,,92.653,1.1797,0.25,1.376,1809.8,2.853,436.1,0.06625,0.14271,,,,138.87,8995.82,3966.45,25539.54,6391.17,2442.65,3559.57,1285.39,3146.63,,15605.09,4.305,27789.29,3528.151,4813.27,23.96,4528.79,6.4654,6.4667,7.7863,109.92,1.2785,0.2014,1.8964,,23.24,16.19
2021-08-31,0.7316,4132.0,68.5,0.8,,72.99,5.3,50.1,92.626,1.1809,0.25,1.3755,1815.8,2.848,436.0,0.06482,0.15149,1.6,,4.6,139.75,9183.76,4024.55,25878.99,6607.78,2444.32,3552.9,1308.67,3141.35,59.8,15582.51,4.377,28089.54,3543.94,4805.61,23.96,4522.68,6.4542,6.4607,7.7771,110.02,1.3088,0.2093,1.9324,5.1,22.13,16.48
2021-09-01,0.7366,4013.0,68.59,,,71.59,,,92.449,1.1839,0.25,1.377,1813.8,2.821,426.3,0.06607,0.14804,,,,140.59,9271.32,4050.52,26028.29,6693.66,2445.67,3553.47,1312.44,3151.66,,15611.57,4.615,28451.02,3567.101,4869.46,24.177,4524.09,6.4519,6.4599,7.7769,110.01,1.2936,0.2094,1.9133,,20.43,16.11
2021-09-02,0.74,4001.0,69.99,,,73.03,,,92.225,1.1875,0.25,1.3833,1809.4,2.834,429.0,0.06821,0.14696,,,,140.94,9341.3,4068.06,26090.43,6801.47,2448.15,3559.72,1311.91,3161.46,,15604.25,4.641,28543.51,3597.042,4869.41,23.875,4536.95,6.4493,6.4565,7.7708,109.94,1.2835,0.2056,1.897,,19.76,16.41
2021-09-03,0.746,3944.0,69.29,,,72.61,,,92.035,1.188,0.25,1.3871,1831.5,2.833,432.55,0.06607,0.14554,,,,140.1,9291.71,4050.94,25901.99,6728.84,2448.93,3549.6,1315.91,3163.99,,15652.86,4.712,29128.11,3581.734,4843.06,24.762,4535.43,6.4386,6.4552,7.7719,109.71,1.3223,0.2061,1.942,,20.21,16.41
2021-09-06,0.7439,3822.0,,,,72.22,,,92.035,1.187,0.25,1.3837,,2.834,,0.06607,0.14214,,,,139.97,9371.15,4094.2,26163.63,6778.49,,,1324.37,3169.64,,,,29659.89,3621.859,4933.73,,,6.4506,6.4582,7.7735,109.86,1.3223,0.2061,1.942,,19.53,
2021-09-07,0.7386,3707.0,68.35,,,71.69,,,92.512,1.184,0.25,1.3786,1796.3,2.86,427.75,0.06839,0.14411,,,,140.46,9468.22,4122.34,26353.63,6887.94,2448.51,3536.04,1325.65,3158.94,,15675.76,4.568,29916.14,3676.587,4992.83,24.334,4520.03,6.4615,6.4667,7.7746,110.28,1.3732,0.2201,1.9868,,18.7,18.14
2021-09-08,0.7365,3618.0,69.3,,,72.6,,,92.653,1.1816,0.25,1.3771,1791.2,2.869,423.2,0.06863,0.14482,,,,141.26,9449.39,4117.14,26320.93,6871.28,2448.83,3544.55,1313.6,3146.96,,15620.85,4.914,30181.21,3675.187,4972.13,24.012,4514.07,6.4569,6.4617,7.7758,110.25,1.3376,0.2162,1.9557,,19.71,17.96
2021-09-09,0.7368,3643.0,68.14,,,71.45,,,92.479,1.1825,0.25,1.3837,1797.8,2.873,428.35,0.06792,0.14482,,,,143.02,9183.58,4018.22,25716.0,6560.39,2450.59,3562.13,1299.97,3136.04,,15561.05,5.031,30008.19,3693.13,4970.01,24.133,4493.28,6.4513,6.4554,7.7776,109.72,1.2971,0.2124,1.8977,,21.8,18.8
2021-09-10,0.7356,3864.0,69.72,,,72.92,,,92.582,1.1814,0.25,1.3839,1789.9,2.871,444.8,0.06411,0.14411,,,,142.14,9386.84,4085.08,26205.91,6748.36,2451.56,3553.65,1308.94,3122.07,,15440.75,4.938,30381.84,3703.11,5013.52,23.855,4458.58,6.4432,6.4443,7.7776,109.94,1.3411,0.2127,1.9337,,19.73,20.95
2021-09-13,0.7369,4163.0,70.45,,,73.51,,,92.675,1.1811,0.25,1.3838,1792.3,2.89,436.35,0.06482,0.14257,,,,142.86,9238.99,4027.83,25813.81,6595.03,2453.8,3562.24,1301.54,3126.1,,15434.5,5.231,30447.37,3715.372,4991.66,23.753,4468.73,6.4424,6.4518,7.7801,109.99,1.3259,0.2129,1.9044,,21.11,19.37
2021-09-14,0.732,4221.0,70.46,,,73.6,,,92.623,1.1803,0.25,1.381,1805.0,2.887,431.8,0.06411,0.14036,,,,142.99,9081.73,3976.88,25502.23,6502.35,2455.01,3574.77,1296.15,3116.08,,15382.9,5.26,30670.1,3662.602,4917.16,23.842,4443.05,6.4346,6.4386,7.7781,109.69,1.2836,0.207,1.8592,,22.04,19.46
2021-09-15,0.7333,4233.0,72.61,,,75.46,,,92.548,1.1817,0.25,1.384,1792.6,2.898,440.35,0.06339,0.14071,,,,143.5,8936.53,3898.08,25033.21,6298.09,2455.65,3570.3,1288.68,3127.71,,15503.53,5.46,30511.71,3656.223,4867.32,23.759,4480.7,6.4269,6.4325,7.7819,109.38,1.2988,0.2111,1.8592,,23.65,18.18
2021-09-16,0.7292,4215.0,72.61,,,75.67,,,92.932,1.1767,0.25,1.3795,1754.6,2.889,427.85,0.06232,0.14066,,,,143.43,8805.8,3833.76,24667.85,6232.93,2455.49,3562.39,1276.78,3122.57,,15515.91,5.335,30323.34,3607.092,4807.7,22.752,4473.75,6.453,6.4576,7.7829,109.73,1.3378,0.2193,1.8834,,25.18,18.69
2021-09-17,0.7265,4275.0,71.97,,,75.34,,,93.195,1.1725,0.25,1.3741,1749.4,2.879,424.55,0.06339,0.14071,,,,143.71,8940.47,3883.55,24920.76,6452.19,2455.11,3556.45,1279.35,3096.62,,15333.47,5.105,30500.05,3613.966,4855.94,22.295,4432.99,6.4713,6.4661,7.7828,109.93,1.3616,0.2217,1.8989,,24.14,20.81
2021-09-20,0.7252,4304.0,70.29,,,73.92,,,93.276,1.1726,0.25,1.3657,1761.8,,411.7,0.06482,0.14143,,,,149.26,8638.55,3766.1,24099.14,6271.37,2447.61,3568.17,1258.23,3046.2,,15012.19,4.985,,,,22.163,4357.73,6.483,,7.7871,109.44,1.3107,0.2158,1.8471,,29.84,25.71
2021-09-21,0.7231,4410.0,70.56,,,74.36,,,93.204,1.1726,0.25,1.3659,1776.1,,412.8,0.06411,0.14179,,,,148.27,8640.37,3782.65,24221.54,6242.61,2450.32,3568.64,1261.4,3049.68,,15027.77,4.805,29839.71,,,22.573,4354.19,6.4816,,7.7864,109.23,1.3226,0.2139,1.8558,,28.7,24.36
2021-09-22,0.7247,4560.0,72.23,,,76.19,,,93.462,1.1687,0.25,1.3622,1776.7,2.863,425.25,,,,,,,,,,,2453.34,3575.82,1262.79,3074.35,,15176.51,4.805,29639.4,3628.49,4821.77,22.869,4395.64,6.4662,6.4622,7.7864,109.78,1.3006,0.2363,1.8078,,,20.87
2021-09-23,0.7295,4651.0,73.3,,,77.25,,,93.085,1.1739,0.25,1.372,1747.7,2.86,423.1,0.06196,0.14107,,,,146.64,8733.73,3829.97,24510.98,6300.49,2453.75,3551.5,1272.52,3106.42,,15316.58,4.976,,3642.22,4853.2,22.642,4448.98,6.4624,6.4589,7.7844,110.33,1.4301,0.2608,1.9398,,26.55,18.63
2021-09-24,0.7262,4644.0,73.98,,,78.09,,,93.327,1.172,0.25,1.3679,1749.7,2.869,428.75,0.06161,0.13929,,,,146.54,8604.99,3773.2,24192.16,6159.96,2451.83,3543.89,1265.1,3103.53,,15329.68,5.14,30248.81,3613.067,4849.43,22.388,4455.48,6.4619,6.4662,7.7855,110.73,1.4509,0.2695,1.9833,,27.75,17.75
2021-09-27,0.7286,4717.0,75.45,,,79.53,,,93.383,1.1695,0.25,1.3698,1750.0,2.877,429.35,0.06411,0.14071,,,,145.96,8583.82,3761.62,24208.78,6103.89,2450.57,3539.73,1267.36,3095.56,,15204.83,5.706,30240.06,3582.831,4877.37,22.657,4443.11,6.458,6.457,7.7834,111.0,1.4871,0.2779,1.9944,,26.54,18.76
2021-09-28,0.7236,4962.0,75.29,,,79.09,,,93.766,1.1683,0.25,1.3537,1735.9,2.878,424.5,0.06339,0.14,,,,145.63,8720.3,3812.57,24500.39,6231.55,2443.88,3515.8,1260.89,3032.7,,14770.3,5.841,30183.96,3602.219,4883.83,22.43,4352.63,6.4662,6.4603,7.783,111.5,1.5374,0.301,2.086,,25.51,23.25
2021-09-29,0.7176,5197.0,74.83,,,78.64,,,94.338,1.1598,0.25,1.3427,1721.5,2.865,419.9,0.06411,0.14071,,,,143.56,8760.44,3814.98,24663.5,6179.43,2445.41,3519.4,1251.28,3028.75,,14752.89,5.477,29544.29,3536.294,4833.93,21.485,4359.46,6.4777,6.4708,7.7858,111.96,1.5167,0.2892,2.0604,,24.99,22.56
2021-09-30,0.7227,5167.0,75.03,0.7,5.5,78.52,5.4,49.6,94.23,1.158,0.25,1.3474,1755.3,2.877,408.9,0.06339,0.14,1.4,5.6,4.5,143.38,8726.38,3815.98,24575.64,6101.52,2444.06,3515.5,1253.1,3006.6,60.8,14689.62,5.867,29452.66,3568.167,4866.38,22.047,4307.54,6.4492,6.4448,7.7863,111.29,1.4873,0.2755,2.0449,4.7,24.67,23.14
2021-10-01,0.7258,5202.0,75.88,,,79.28,,,94.035,1.1596,0.25,1.3546,1757.0,,418.85,,,,,,,,,,,2444.11,3529.28,1246.6,3022.83,,14791.87,5.619,28771.07,,,22.536,4357.04,6.4369,,7.7858,111.05,1.4616,0.2638,2.0287,,,21.15
2021-10-04,0.7281,5267.0,77.62,,,81.26,,,93.776,1.1621,0.25,1.361,1766.2,,423.85,0.06411,0.14143,,,,146.44,8521.19,3746.58,24036.37,5973.8,2442.55,3523.7,1236.41,2992.89,,14472.12,5.766,28444.89,,,22.644,4300.46,6.4505,,7.7873,110.93,1.4789,0.2776,2.0442,,27.51,22.96
2021-10-05,0.7292,5409.0,78.93,,,82.56,,,93.975,1.1598,0.25,1.3629,1759.6,,419.25,0.0618,0.13268,,,,145.46,8515.55,3748.22,24104.15,5955.22,2441.91,3513.12,1236.51,3016.19,,14674.15,6.312,27822.12,,,22.608,4345.72,6.4493,,7.7858,111.46,1.5258,0.2836,2.0953,,26.88,21.3
2021-10-06,0.7272,5647.0,77.43,,,81.08,,,94.266,1.1556,0.25,1.3582,1760.5,,414.75,0.06217,0.13607,,,,145.8,8412.72,3722.66,23966.49,5866.15,2435.86,3513.46,1227.13,3015.95,,14766.75,5.675,27528.87,,,22.532,4363.55,6.454,,7.7864,111.41,1.5206,0.2935,2.0789,,26.53,21.0
2021-10-07,0.7312,5650.0,78.3,,,81.95,,,94.217,1.1552,0.25,1.3619,1757.9,,424.35,0.06238,0.1375,,,,142.93,8713.05,3833.84,24701.73,6172.04,2438.73,3501.24,1253.28,3046.57,,14897.13,5.677,27678.21,,,22.658,4399.76,6.4524,,7.7851,111.63,1.5729,0.3055,2.1263,,24.26,19.54
2021-10-08,0.7309,5526.0,79.35,,,82.39,,,94.067,1.1569,0.25,1.3615,1756.3,2.904,427.55,0.06344,0.13679,,,,144.87,8775.65,3841.59,24837.85,6206.77,2436.06,3488.39,1257.04,3043.74,,14820.75,5.565,28048.94,3592.167,4929.94,22.705,4391.34,6.4455,6.4437,7.7841,112.24,1.6118,0.3178,2.164,,24.07,18.77
2021-10-11,0.7351,5488.0,80.52,,,83.65,,,94.316,1.1552,0.25,1.3595,1754.6,2.969,436.65,0.06299,0.13714,,,,144.78,8999.26,3899.56,25325.09,6403.69,,,1265.65,3031.57,,14713.73,5.345,28498.2,3591.709,4936.19,22.665,4361.19,6.4591,6.4506,7.7781,113.31,1.6118,0.3178,2.164,,23.45,20.0
2021-10-12,0.735,5378.0,80.64,,,83.42,,,94.516,1.153,0.25,1.3588,1758.3,2.965,432.55,0.06374,0.13899,,,,144.93,8849.17,3849.8,24962.59,6199.75,2431.79,3500.57,1253.63,3024.72,,14662.11,5.505,28230.61,3546.936,4883.84,22.514,4350.65,6.4558,6.4489,7.7819,113.61,1.5769,0.3379,2.0954,,24.07,19.85
2021-10-13,0.7379,5206.0,80.44,,,83.18,,,94.08,1.1594,0.25,1.3659,1793.7,2.958,451.6,,,,,,145.19,,,,,2431.83,3512.3,1260.23,3039.01,,14774.6,5.59,28140.28,3561.762,4940.11,23.17,4363.8,6.4281,6.4284,7.7794,113.25,1.5368,0.358,2.0287,,,18.64
2021-10-14,0.7416,5062.0,81.31,,,84.0,,,93.956,1.1597,0.25,1.3673,1796.7,2.957,463.15,,,,,,,,,,,2438.8,3522.07,1266.67,3084.59,,15052.42,5.687,28550.93,3558.28,4913.61,23.477,4438.26,6.4359,6.4397,7.7784,113.68,1.5107,0.3602,2.0146,,,16.86
2021-10-15,0.7421,4854.0,82.28,,,84.86,,,93.937,1.1601,0.25,1.3751,1767.2,2.989,472.95,0.06437,0.14476,,,,144.34,8966.17,3907.42,25330.96,6318.91,2439.64,3513.33,1283.67,3109.47,,15146.92,5.41,29068.63,3572.366,4932.11,23.349,4471.37,6.4346,6.4356,7.7774,114.22,1.5703,0.3949,2.0414,,21.71,16.3
2021-10-18,0.7411,4732.0,82.44,,,84.33,,,93.953,1.161,0.25,1.3726,1764.8,3.038,472.55,0.06411,0.15143,,,,143.75,8971.4,3924.05,25409.75,6324.27,2438.64,3513.83,1283.02,3114.01,,15300.89,4.989,29025.46,3568.138,4874.77,23.264,4486.46,6.4278,6.4298,7.7777,114.32,1.6002,0.4254,2.0336,,21.33,16.31
2021-10-19,0.7474,4714.0,82.96,,,85.08,,,93.734,1.1633,0.25,1.3797,1769.7,3.007,470.3,0.06482,0.15339,,,,143.63,9136.07,3980.06,25787.21,6518.59,2440.04,3499.6,1294.57,3136.19,,15410.72,5.088,29215.52,3593.153,4922.72,23.883,4519.63,6.3763,6.3826,7.7752,114.38,1.6372,0.3953,2.0847,,20.49,15.7
2021-10-20,0.7516,4751.0,83.87,,,85.82,,,93.558,1.1651,0.25,1.3824,1784.1,3.005,473.45,0.06643,0.15196,,,,142.87,9276.69,4021.26,26136.02,6691.33,2440.54,3492.87,1301.13,3147.7,,15388.71,5.17,29255.55,3587.001,4910.18,24.445,4536.19,6.3946,6.393,7.7734,114.31,1.6567,0.3854,2.1343,,20.22,15.49
2021-10-21,0.7467,4653.0,82.5,,,84.61,,,93.77,1.1623,0.25,1.3793,1781.2,2.973,455.85,0.06339,0.15125,,,,143.08,9273.57,4002.88,26017.53,6636.18,2440.51,3485.11,1293.0,3152.33,,15489.59,5.115,28708.58,3594.783,4928.02,24.17,4549.78,6.3942,6.3932,7.775,113.99,1.7011,0.4545,2.1474,,20.17,15.01
2021-10-22,0.7466,4410.0,83.76,,,85.53,,,93.642,1.1643,0.25,1.3755,1795.5,2.996,449.8,0.06482,0.15268,,,,142.42,9356.85,4027.4,26126.93,6754.34,2437.76,3496.36,1293.14,3151.16,,15355.07,5.28,28804.85,3582.604,4959.73,24.449,4544.9,6.3837,6.385,7.7731,113.5,1.6324,0.4534,2.0683,,19.37,15.43
2021-10-25,0.7491,4257.0,83.76,,,85.99,,,93.813,1.1608,0.25,1.3767,1806.0,2.986,452.8,0.06679,0.15161,,,,143.67,9322.08,4023.5,26132.03,6744.74,2437.83,3498.32,1297.26,3159.88,,15514.19,5.898,28600.41,3609.863,4979.52,24.592,4566.48,6.3829,6.3858,7.7743,113.71,1.6307,0.4353,2.0812,,18.75,15.24
