date,AUDUSD Curncy,BDIY Index,CL1 Comdty,CNCPIYOY Index,CNGDPYOY Index,CO1 Comdty,CPI YOY Index,CPMINDX Index,DXY Curncy,EURUSD Curncy,FDTR Index,GBPUSD Curncy,GC1 Comdty,GCNY10YR Index,HG1 Comdty,HIHD01M Index,HIHD03M Index,HKCPIY Index,HKGDYOY Index,HKUERATE Index,HSAHP Index,HSCEI Index,HSCI Index,HSI Index,HSTECH Index,LF98TRUU Index,LUACTRUU Index,MXEF Index,MXWO Index,NAPMPMI Index,NDX Index,NG1 Comdty,NKY Index,SHCOMP Index,SHSZ300 Index,SI1 Comdty,SPX Index,USDCNH Curncy,USDCNY Curncy,USDHKD Curncy,USDJPY Curncy,USGG10YR Index,USGG2YR Index,USGG30YR Index,USURTOT Index,VHSI Index,VIX Index
2016-01-01,0.7303,,,,,,,,98.683,1.0856,0.5,1.4746,,,,,,,,,,,,,,,,794.21,1662.79,,,,,,,,,6.5697,,7.7503,120.55,2.2694,1.0477,3.0158,,,
2016-01-04,0.7191,473.0,36.76,,,37.22,,,98.869,1.0831,0.5,1.4716,1075.2,,207.95,0.22499,0.395,,,,136.36,9311.18,2933.81,21327.12,3192.45,1543.44,2572.39,767.77,1630.89,,4497.86,2.334,18450.98,3296.258,3469.07,13.841,2012.66,6.6301,6.5335,7.7515,119.44,2.2428,1.0358,2.9872,,23.3,20.7
2016-01-05,0.7161,468.0,35.97,,,36.42,,,99.404,1.0748,0.5,1.4675,1078.4,2.93,209.55,0.22321,0.395,,,,137.87,9223.01,2916.5,21188.72,3182.63,1548.48,2571.36,768.46,1630.64,,4484.18,2.325,18374.0,3287.71,3478.78,13.971,2016.71,6.6449,6.5159,7.7516,119.06,2.2357,1.0139,2.9951,,23.25,19.34
2016-01-06,0.7072,467.0,33.97,,,34.23,,,99.181,1.0781,0.5,1.463,1091.9,2.93,208.8,0.22179,0.39429,,,,140.99,9137.79,2893.18,20980.81,3178.15,1548.38,2583.04,759.81,1610.17,,4443.98,2.267,18191.32,3361.84,3539.81,13.976,1990.26,6.6964,6.5559,7.7526,118.47,2.1702,0.976,2.9375,,24.94,20.59
2016-01-07,0.7012,445.0,33.27,,,33.75,,,98.219,1.0932,0.5,1.4618,1107.8,2.9,202.2,0.22036,0.395,,,,138.85,8753.97,2792.52,20333.34,3030.56,1542.36,2582.2,738.86,1576.32,,4305.73,2.382,17767.34,3125.002,3294.38,14.344,1943.09,6.6823,6.5929,7.7583,117.67,2.1455,0.948,2.9258,,28.87,24.99
2016-01-08,0.6953,429.0,33.16,,,33.55,,,98.54,1.0922,0.5,1.4517,1097.9,2.87,202.2,0.22493,0.39556,,,,140.46,8845.89,2806.71,20453.71,3080.95,1544.04,2585.65,740.07,1561.47,,4270.78,2.472,17697.96,3186.412,3361.56,13.918,1922.03,6.6831,6.5948,7.7633,117.26,2.1156,0.9318,2.9094,,26.98,27.01
2016-01-11,0.6995,415.0,31.41,,,31.55,,,98.725,1.0859,0.5,1.4543,1096.2,2.86,197.25,0.22707,0.39929,,,,140.41,8505.16,2718.74,19888.5,2945.66,1539.82,2579.56,723.36,1557.59,,4283.55,2.396,,3016.704,3192.45,13.866,1923.67,6.5855,6.5711,7.7639,117.76,2.1754,0.9317,2.9682,,30.84,24.3
2016-01-12,0.6986,402.0,30.44,,,30.86,,,98.974,1.0858,0.5,1.4448,1085.2,2.83,195.9,0.22921,0.40643,,,,141.84,8439.31,2700.02,19711.76,2897.84,1536.94,2588.38,723.21,1561.68,,4333.72,2.257,17218.96,3022.861,3215.71,13.751,1938.68,6.578,6.5729,7.7629,117.65,2.1032,0.9235,2.8815,,29.9,22.47
2016-01-13,0.6955,394.0,30.48,,,30.31,,,98.933,1.0877,0.5,1.4407,1087.1,2.83,195.6,0.22636,0.40571,,,,139.05,8494.49,2725.43,19934.88,2908.94,1530.43,2591.14,729.56,1544.28,,4183.12,2.269,17715.63,2949.597,3155.88,14.156,1890.28,6.5672,6.5754,7.7618,117.68,2.0927,0.9073,2.8822,,27.6,25.22
2016-01-14,0.6985,383.0,31.2,,,31.03,,,99.089,1.0865,0.5,1.4413,1073.6,2.77,197.6,0.22564,0.405,,,,140.73,8459.63,2708.48,19817.41,2904.34,1521.9,2577.26,723.15,1549.06,,4272.97,2.139,17240.95,3007.649,3221.57,13.748,1921.84,6.6021,6.59,7.7825,118.06,2.0874,0.8911,2.8869,,28.15,23.95
2016-01-15,0.6864,373.0,29.42,,,28.94,,,98.956,1.0916,0.5,1.4258,1090.7,2.78,194.35,0.22799,0.415,,,,140.72,8236.28,2665.04,19520.77,2836.13,1504.69,2582.32,709.19,1521.0,,4141.08,2.1,17147.11,2900.97,3118.73,13.896,1880.33,6.6139,6.5849,7.795,116.98,2.0347,0.85,2.814,,29.41,27.02
2016-01-18,0.6866,369.0,,,,28.55,,,98.956,1.0892,0.5,1.4243,,2.82,,0.26752,0.44871,,,,142.49,8134.81,2628.05,19237.45,2809.75,,,703.41,1514.05,,,,16955.57,2913.837,3130.73,,,6.5848,6.5788,7.7986,117.32,2.0347,0.85,2.814,,31.4,
2016-01-19,0.6909,363.0,28.46,,,28.76,,,98.991,1.0908,0.5,1.4158,1089.1,2.81,197.75,0.27693,0.47029,,,,141.93,8377.8,2686.04,19635.81,2919.41,1505.9,2579.31,714.37,1520.49,,4147.08,2.091,17048.37,3007.739,3223.13,14.121,1881.33,6.5906,6.5786,7.8191,117.64,2.0556,0.87,2.8262,,27.51,26.05
2016-01-20,0.6908,358.0,26.55,,,27.88,,,99.091,1.089,0.5,1.4192,1106.2,2.85,195.95,0.31,0.55047,,,,146.62,8015.44,2585.83,18886.3,2804.06,1484.43,2576.03,692.76,1491.73,,4136.28,2.118,16416.19,2976.694,3174.38,14.16,1859.33,6.6032,6.5784,7.8177,116.94,1.9824,0.8212,2.753,,34.18,27.59
2016-01-21,0.6999,355.0,29.53,,,29.25,,,99.056,1.0874,0.5,1.4221,1098.2,2.84,199.65,0.348,0.62679,,,,146.99,7835.64,2527.19,18542.15,2720.06,1491.81,2567.28,688.52,1497.87,,4142.6,2.138,16017.26,2880.482,3081.35,14.094,1868.99,6.6034,6.58,7.8182,117.7,2.0311,0.8331,2.8109,,37.99,26.69
2016-01-22,0.7002,354.0,32.19,,,32.18,,,99.574,1.0796,0.5,1.4265,1096.3,2.84,200.25,0.38643,0.69293,,,,142.87,8104.98,2600.34,19080.51,2831.96,1506.55,2569.53,710.66,1536.79,,4259.77,2.139,16958.53,2916.563,3113.46,14.057,1906.9,6.6136,6.5788,7.7967,118.78,2.0519,0.8691,2.8238,,33.3,22.34
2016-01-25,0.6955,354.0,30.34,,,30.5,,,99.36,1.0849,0.5,1.4249,1105.3,2.89,199.8,0.38286,0.69686,,,,141.93,8173.11,2636.78,19340.14,2885.59,1509.98,2571.36,716.08,1521.15,,4196.53,2.158,17110.91,2938.515,3128.89,14.254,1877.08,6.6095,6.5793,7.7947,118.3,2.0012,0.8567,2.7844,,30.76,24.15
2016-01-26,0.7005,345.0,31.45,,,31.8,,,99.087,1.087,0.5,1.435,1120.2,2.89,203.75,0.39043,0.69257,,,,139.19,7895.16,2566.85,18860.8,2815.78,1511.83,2572.4,708.33,1535.76,,4233.85,2.18,16708.9,2749.785,2940.51,14.564,1903.63,6.6119,6.5826,7.795,118.42,1.9942,0.8401,2.7844,,33.78,22.5
2016-01-27,0.7027,337.0,32.3,,,33.1,,,98.902,1.0893,0.5,1.4234,1115.8,2.94,206.4,0.385,0.69143,,,,137.96,7959.51,2588.3,19052.45,2813.18,1514.49,2570.32,715.98,1531.38,,4128.86,2.189,17163.92,2735.558,2930.35,14.459,1882.95,6.6178,6.578,7.7958,118.68,1.9993,0.833,2.801,,32.21,23.11
2016-01-28,0.7084,325.0,33.22,,,33.89,,,98.51,1.094,0.5,1.4362,1115.6,2.94,205.15,0.38714,0.68757,,,,134.32,8028.58,2602.76,19195.83,2783.51,1518.29,2570.23,722.23,1532.68,,4186.06,2.182,17041.45,2655.661,2853.76,14.232,1893.36,6.615,6.5753,7.7926,118.82,1.9784,0.8172,2.7851,,30.12,22.42
2016-01-29,0.7084,317.0,33.62,,,34.74,,,99.606,1.0831,0.5,1.4244,1116.4,2.89,206.7,0.38429,0.68543,,,,134.02,8241.36,2665.0,19683.11,2877.51,1523.69,2578.84,742.37,1562.18,,4279.17,2.298,17518.3,2737.6,2946.09,14.243,1940.24,6.5936,6.576,7.7863,121.14,1.9209,0.7737,2.7438,,26.5,20.2
2016-01-31,,,,1.8,,,1.4,49.4,,,,,,,,,,2.5,,3.4,,,,,,,,,,47.6,,,,,,,,,,,,,,,4.8,,
2016-02-01,0.7114,314.0,31.62,,,34.24,,,99.009,1.0888,0.5,1.4433,1127.9,2.87,205.55,0.38286,0.68543,,,,132.99,8144.85,2655.53,19595.5,2913.91,1520.83,2570.02,742.74,1566.56,,4286.56,2.152,17865.23,2688.854,2901.05,14.343,1939.38,6.6203,6.5784,7.7782,120.99,1.9486,0.7975,2.7618,,25.82,19.98
2016-02-02,0.7039,310.0,29.88,,,32.72,,,98.872,1.0919,0.5,1.441,1127.3,2.87,205.5,0.37607,0.67507,,,,136.15,8058.83,2641.91,19446.84,2948.16,1513.18,2582.9,728.71,1538.92,,4193.1,2.025,17750.68,2749.57,2961.33,14.289,1903.03,6.6276,6.5798,7.7986,119.97,1.8448,0.7183,2.656,,24.8,21.98
2016-02-03,0.7169,303.0,32.28,,,35.04,,,97.288,1.1105,0.5,1.4603,1141.3,2.95,209.5,0.37571,0.67464,,,,138.62,7858.31,2579.06,18991.59,2859.72,1509.81,2576.48,721.65,1540.87,,4171.97,2.038,17191.25,2739.247,2948.64,14.734,1912.53,6.6106,6.577,7.7961,117.9,1.8861,0.7223,2.7126,,27.91,21.65
2016-02-04,0.7201,298.0,31.72,,,34.46,,,96.474,1.1209,0.5,1.4589,1157.6,2.92,213.15,0.37107,0.6715,,,,137.75,7974.4,2602.05,19183.09,2881.75,1511.45,2578.91,739.55,1548.86,,4167.77,1.972,17044.99,2781.023,2984.76,14.85,1915.45,6.5756,6.5696,7.7894,116.78,1.8395,0.6984,2.6757,,27.31,21.84
2016-02-05,0.7067,297.0,30.89,,,34.06,,,97.031,1.1158,0.5,1.4503,1157.8,2.89,210.3,0.36893,0.66936,,,,135.93,8054.87,2613.37,19288.17,2877.95,1506.58,2581.82,739.61,1523.87,,4024.47,2.063,16819.59,2763.492,2963.79,14.778,1880.05,6.5672,6.5743,7.7921,116.87,1.8357,0.7221,2.6683,,29.04,23.38
2016-02-08,0.7087,293.0,29.69,,,32.88,,,96.57,1.1193,0.5,1.4433,1197.9,,209.05,,,,,,,,,,,1488.09,2593.68,734.13,1498.54,,3960.67,2.14,17004.3,,,15.426,1853.44,6.5727,,7.7921,115.85,1.7483,0.6662,2.5764,,,26.0
2016-02-09,0.707,291.0,27.94,,,30.32,,,96.071,1.1293,0.5,1.4472,1198.7,,203.95,,,,,,,,,,,1480.64,2586.69,729.88,1488.54,,3947.8,2.098,16085.44,,,15.449,1852.21,6.5655,,7.7979,115.11,1.726,0.6901,2.5493,,,26.54
2016-02-10,0.7095,290.0,27.45,,,30.84,,,95.888,1.1292,0.5,1.4522,1194.7,,202.7,,,,,,,,,,,1485.45,2591.39,730.58,1486.76,,3966.28,2.046,15713.39,,,15.282,1851.86,6.546,,7.7934,113.35,1.6681,0.686,2.4872,,,26.29
2016-02-11,0.7109,290.0,26.21,,,30.06,,,95.562,1.1323,0.5,1.4477,1247.9,,200.65,0.36893,0.66973,,,,142.84,7657.92,2513.43,18545.8,2786.21,1468.74,2588.83,713.04,1468.9,,3962.22,1.994,,,,15.794,1829.08,6.5295,,7.7906,112.42,1.6591,0.6499,2.4977,,34.63,28.14
2016-02-12,0.7112,291.0,29.44,,,33.36,,,95.94,1.1256,0.5,1.4503,1239.1,,202.9,0.36464,0.66864,,,,146.0,7505.37,2480.02,18319.58,2752.31,1477.2,2573.29,711.24,1486.45,,4019.19,1.966,14952.61,,,15.79,1864.78,6.5084,,7.7891,113.25,1.7481,0.7137,2.604,,36.02,25.4
2016-02-15,0.7139,295.0,,,,33.39,,,95.94,1.1156,0.5,1.4435,,2.88,,0.3625,0.66864,,,,139.91,7863.84,2565.36,18918.14,2817.38,,,726.86,1503.96,,,,16022.58,2746.196,2946.71,,,6.5,6.4962,7.7849,114.6,1.7481,0.7137,2.604,,32.23,
2016-02-16,0.7111,301.0,29.04,,,32.18,,,96.868,1.1144,0.5,1.4306,1207.9,2.88,205.1,0.3675,0.66864,,,,140.23,8028.34,2596.83,19122.08,2868.15,1485.51,2572.61,731.4,1519.94,,4104.33,1.903,16054.43,2836.571,3037.04,15.334,1895.58,6.5192,6.5169,7.7913,114.07,1.7723,0.7197,2.6393,,30.37,24.11
2016-02-17,0.7185,307.0,30.66,,,34.5,,,96.786,1.1128,0.5,1.4294,1211.1,2.87,207.55,0.36964,0.66793,,,,142.63,7928.76,2574.59,18924.57,2844.92,1497.43,2567.32,735.78,1544.32,,4199.1,1.942,15836.36,2867.338,3063.32,15.377,1926.82,6.5249,6.5285,7.786,114.1,1.819,0.7419,2.6875,,31.85,22.31
2016-02-18,0.7157,313.0,30.77,,,34.28,,,96.951,1.1107,0.5,1.4337,1226.1,2.88,207.35,0.3515,0.64864,,,,138.36,8166.47,2638.96,19363.08,2955.5,1503.8,2582.72,746.24,1543.51,,4151.49,1.852,16196.8,2862.893,3053.7,15.432,1917.83,6.5228,6.5182,7.7816,113.24,1.7396,0.6933,2.6086,,28.61,21.64
2016-02-19,0.7148,315.0,29.64,,,33.01,,,96.6,1.113,0.5,1.4406,1230.4,2.87,207.65,0.34257,0.63579,,,,138.78,8112.57,2632.24,19285.5,2986.78,1500.02,2584.88,740.98,1538.17,,4164.09,1.804,15967.17,2860.021,3051.59,15.373,1917.78,6.5244,6.5223,7.7756,112.63,1.7449,0.7418,2.6048,,27.78,20.53
2016-02-22,0.7227,316.0,31.48,,,34.69,,,97.379,1.103,0.5,1.415,1209.5,2.89,211.5,0.34293,0.63436,,,,140.13,8221.37,2654.09,19464.09,2982.09,1507.82,2586.05,749.42,1558.02,,4231.27,1.821,16111.05,2927.175,3118.87,15.184,1945.5,6.5282,6.5218,7.7712,112.92,1.7518,0.75,2.604,,26.19,19.38
2016-02-23,0.7202,318.0,31.87,,,33.27,,,97.481,1.102,0.5,1.4022,1222.3,2.89,210.55,0.31586,0.62157,,,,138.9,8170.62,2644.15,19414.78,2967.0,1507.94,2591.52,744.76,1540.7,,4162.54,1.782,16052.05,2903.331,3089.36,15.24,1921.27,6.5336,6.5272,7.7678,112.1,1.7225,0.7337,2.5789,,26.7,20.98
2016-02-24,0.7196,322.0,32.15,,,34.41,,,97.458,1.1013,0.5,1.3927,1238.7,2.89,209.6,0.29321,0.60543,,,,141.1,8061.71,2617.52,19192.45,2936.8,1504.04,2590.07,736.53,1534.69,,4200.66,1.778,15915.79,2928.896,3109.55,15.297,1929.8,6.535,6.5317,7.7691,112.18,1.7484,0.7539,2.6056,,27.58,20.72
2016-02-25,0.7236,325.0,33.07,,,35.29,,,97.287,1.1018,0.5,1.3962,1238.2,2.9,206.65,0.27793,0.5995,,,,137.44,7871.94,2570.23,18888.75,2866.09,1512.65,2600.64,735.35,1553.9,,4241.06,1.711,16140.34,2741.245,2918.75,15.17,1951.7,6.5352,6.5335,7.7726,113.0,1.7157,0.7264,2.5941,,28.89,19.11
2016-02-26,0.7126,327.0,32.78,,,35.1,,,98.148,1.0934,0.5,1.3871,1220.4,2.91,211.8,0.26579,0.59119,,,,136.31,8034.3,2630.02,19364.15,2947.24,1523.78,2593.08,740.02,1554.47,,4235.62,1.791,16188.41,2767.21,2948.03,14.689,1948.05,6.5462,6.5404,7.777,114.0,1.7623,0.7934,2.6363,,26.61,19.81
2016-02-29,0.7141,329.0,33.75,2.3,,35.97,1.0,49.0,98.211,1.0873,0.5,1.3917,1234.4,2.9,212.85,0.26864,0.59079,3.0,,3.4,137.07,7916.34,2597.82,19111.93,2923.63,1532.4,2599.67,740.33,1547.17,49.2,4201.12,1.711,16026.76,2687.979,2877.47,14.896,1932.23,6.5521,6.552,7.7762,112.69,1.7347,0.7737,2.6156,4.9,27.85,20.55
2016-03-01,0.7175,332.0,34.4,,,36.81,,,98.352,1.0868,0.5,1.3952,1230.8,2.89,214.15,0.2565,0.58103,,,,136.13,8068.29,2638.14,19407.46,2975.93,1545.98,2588.83,752.92,1575.31,,4333.61,1.742,16085.51,2733.17,2930.69,14.733,1978.35,6.5485,6.5521,7.7717,114.01,1.8249,0.8391,2.6978,,26.0,17.7
2016-03-02,0.7295,335.0,34.66,,,36.93,,,98.214,1.0868,0.5,1.4078,1241.8,2.9,217.75,0.24643,0.57886,,,,135.3,8374.09,2720.28,20003.49,3071.35,1555.62,2593.11,769.1,1588.08,,4334.39,1.678,16746.55,2849.681,3051.33,15.003,1986.45,6.5468,6.551,7.7739,113.48,1.8406,0.8412,2.6845,,25.16,17.09
2016-03-03,0.7352,342.0,34.57,,,37.07,,,97.592,1.0957,0.5,1.4178,1258.2,2.92,220.45,0.245,0.57765,,,,135.76,8390.79,2713.79,19941.76,3038.94,1560.62,2600.36,780.19,1598.26,,4325.86,1.639,16960.16,2859.758,3058.42,15.131,1993.4,6.5223,6.5347,7.7682,113.69,1.8337,0.8452,2.658,,24.88,16.7
2016-03-04,0.7439,349.0,35.92,,,38.72,,,97.34,1.1005,0.5,1.4229,1270.7,2.92,227.1,0.24036,0.57554,,,,136.8,8557.69,2750.4,20176.7,3062.16,1571.69,2597.54,790.97,1608.04,,4329.0,1.666,17014.78,2874.147,3093.89,15.681,1999.99,6.5028,6.508,7.7624,113.74,1.8741,0.8616,2.6947,,23.74,16.86
2016-03-07,0.7469,354.0,37.9,,,40.84,,,97.071,1.1014,0.5,1.4265,1264.0,,228.05,0.24429,0.57571,,,,135.4,8626.31,2752.01,20159.72,3071.69,1576.75,2601.46,795.18,1607.63,,4303.33,1.69,16911.32,2897.34,3104.84,15.623,2001.76,6.5098,6.5168,7.7639,113.46,1.9057,0.9057,2.7057,,23.98,17.35
2016-03-08,0.7439,366.0,36.5,,,39.65,,,97.209,1.1011,0.5,1.4215,1262.9,2.95,221.85,0.23757,0.57156,,,,137.92,8505.22,2729.11,20011.58,3043.6,1575.33,2614.44,788.09,1593.66,,4265.51,1.712,16783.15,2901.387,3107.67,15.384,1979.26,6.5083,6.5047,7.7667,112.62,1.8287,0.8659,2.6348,,24.67,18.67
2016-03-09,0.7486,376.0,38.29,,,41.07,,,97.173,1.0999,0.5,1.4217,1257.4,2.94,223.0,0.23446,0.56857,,,,138.54,8441.48,2719.72,19996.26,3010.19,1572.44,2607.91,787.69,1598.47,,4293.23,1.752,16642.2,2862.556,3071.91,15.355,1989.26,6.5119,6.513,7.7664,113.35,1.876,0.8901,2.662,,24.37,18.34
2016-03-10,0.7454,384.0,37.84,,,40.05,,,96.066,1.1177,0.5,1.4281,1272.8,2.92,221.75,0.23375,0.56857,,,,135.86,8420.14,2714.12,19984.42,2974.74,1577.75,2608.39,790.74,1597.09,,4286.97,1.788,16852.35,2804.725,3013.15,15.546,1989.57,6.5048,6.5085,7.7623,113.19,1.9323,0.9265,2.6947,,23.95,18.05
2016-03-11,0.7565,388.0,38.5,,,40.39,,,96.172,1.1156,0.5,1.4382,1259.4,2.89,223.85,0.23304,0.56786,,,,135.17,8561.37,2748.54,20199.6,3014.77,1590.08,2610.92,800.91,1626.17,,4361.83,1.822,16938.87,2810.308,3018.28,15.607,2022.19,6.4819,6.4945,7.7593,113.86,1.9839,0.9554,2.7532,,22.74,16.5
2016-03-14,0.7515,393.0,37.18,,,39.53,,,96.624,1.1103,0.5,1.4302,1245.1,2.88,223.7,0.23054,0.56568,,,,133.94,8686.27,2781.85,20435.34,3042.24,1594.14,2622.6,803.45,1627.5,,4367.33,1.819,17233.75,2859.499,3065.69,15.518,2019.64,6.4939,6.5,7.7589,113.82,1.9592,0.9557,2.7318,,21.81,16.92
2016-03-15,0.7457,396.0,36.34,,,38.74,,,96.633,1.1109,0.5,1.4151,1231.0,2.89,223.1,0.22875,0.56516,,,,135.66,8605.63,2759.62,20288.77,3040.67,1589.12,2624.46,790.68,1619.16,,4367.08,1.851,17117.07,2864.368,3074.78,15.255,2015.93,6.5118,6.5145,7.7612,113.18,1.9699,0.9641,2.731,,21.35,16.84
2016-03-16,0.7553,393.0,38.46,,,40.33,,,95.89,1.1224,0.5,1.4259,1229.8,2.88,223.15,0.22714,0.56514,,,,137.71,8571.36,2748.38,20257.7,3041.7,1586.96,2628.15,791.18,1621.47,,4404.2,1.868,16974.45,2870.43,3090.03,15.214,2027.22,6.4853,6.522,7.7584,112.56,1.9081,0.855,2.7105,,21.65,14.99
2016-03-17,0.7649,392.0,40.2,,,41.54,,,94.76,1.1318,0.5,1.4482,1265.0,2.87,228.9,0.22429,0.5576,,,,135.44,8773.83,2788.89,20503.81,3112.71,1597.11,2637.1,816.9,1643.0,,4400.26,1.936,16936.38,2904.832,3124.2,16.022,2040.59,6.4561,6.4773,7.7551,111.39,1.8958,0.8633,2.6854,,20.21,14.44
2016-03-18,0.7608,395.0,39.44,,,41.2,,,95.086,1.127,0.5,1.4476,1254.3,2.88,227.95,0.225,0.55732,,,,134.63,8883.01,2817.29,20671.63,3158.0,1606.54,2646.14,826.75,1645.57,,4410.83,1.907,16724.81,2955.15,3171.96,15.806,2049.58,6.4645,6.4716,7.755,111.55,1.8732,0.8353,2.6753,,20.05,14.02
2016-03-21,0.7578,398.0,39.91,,,41.54,,,95.288,1.1241,0.5,1.4369,1244.2,2.88,228.95,0.22857,0.56,,,,135.28,8928.65,2830.59,20684.15,3222.85,1609.14,2640.42,829.06,1643.68,,4426.98,1.828,,3018.802,3249.44,15.841,2051.6,6.4854,6.4845,7.7528,111.95,1.9155,0.872,2.7169,,19.99,13.79
2016-03-22,0.7622,398.0,41.45,,,41.79,,,95.648,1.1217,0.5,1.4208,1248.6,2.89,228.45,0.22929,0.56248,,,,134.51,8900.19,2826.13,20666.75,3228.43,1607.16,2644.22,830.51,1643.58,,4437.62,1.863,17048.55,2999.363,3225.79,15.877,2049.8,6.4939,6.4902,7.7533,112.37,1.9403,0.8865,2.7224,,20.78,14.17
2016-03-23,0.7532,401.0,39.79,,,40.47,,,96.046,1.1181,0.5,1.4117,1224.0,2.89,223.05,0.22786,0.55974,,,,135.04,8873.33,2817.29,20615.23,3215.34,1604.76,2657.8,821.71,1631.27,,4402.56,1.794,17000.98,3009.96,3236.09,15.263,2036.71,6.5071,6.5066,7.7545,112.38,1.8786,0.852,2.6582,,20.04,14.94
2016-03-24,0.7528,406.0,39.46,,,40.44,,,96.142,1.1174,0.5,1.4153,1221.6,2.87,222.45,0.23054,0.56214,,,,135.03,8701.13,2783.27,20345.61,3198.53,1595.02,2651.6,813.61,1622.21,,4405.53,1.806,16892.33,2960.97,3181.85,15.191,2035.94,6.5232,6.5147,7.7586,112.9,1.9,0.8689,2.673,,20.97,14.74
2016-03-25,0.7507,,,,,,,,96.273,1.1167,0.5,1.4132,,2.85,,,,,,,135.61,,,,,,,812.32,1623.71,,,,17002.75,2979.434,3197.82,,,6.5258,6.516,7.7574,113.08,1.9,0.8689,2.673,,,
2016-03-28,0.7545,,39.39,,,40.27,,,95.943,1.1196,0.5,1.4254,1220.1,2.88,224.15,,,,,,134.49,,,,,1593.75,2656.12,813.04,1627.63,,4398.06,1.848,17134.37,2957.82,3169.73,15.194,2037.05,6.5175,6.5075,7.7574,113.45,1.886,0.865,2.6567,,,15.24
2016-03-29,0.7627,409.0,38.28,,,39.14,,,95.16,1.1291,0.5,1.4384,1235.8,2.88,220.85,0.22911,0.55929,,,,133.5,8726.93,2784.18,20366.3,3178.93,1588.66,2664.92,814.83,1635.87,,4467.72,1.903,17103.53,2919.832,3135.41,15.237,2055.01,6.4929,6.5078,7.7556,112.7,1.8035,0.7843,2.5996,,21.61,13.82
2016-03-30,0.7671,414.0,38.32,,,39.26,,,94.841,1.1338,0.5,1.4378,1226.9,2.89,219.0,0.23054,0.56125,,,,133.83,8979.41,2841.49,20803.39,3224.31,1596.51,2662.77,833.98,1652.89,,4490.88,1.996,16878.96,3000.645,3216.28,15.211,2063.95,6.4766,6.4683,7.7535,112.43,1.8228,0.7567,2.6528,,19.94,13.56
2016-03-31,0.7657,429.0,38.34,2.3,6.8,39.6,0.9,50.2,94.586,1.138,0.5,1.436,1234.2,2.89,218.3,0.22839,0.55911,2.9,1.1,3.4,133.66,9003.25,2844.78,20776.7,3241.03,1600.51,2671.78,836.8,1648.12,51.0,4483.66,1.959,16758.67,3003.915,3218.09,15.464,2059.74,6.4639,6.4536,7.7572,112.57,1.7687,0.7211,2.6119,5.0,20.45,13.95
2016-04-01,0.7677,450.0,36.79,,,38.67,,,94.619,1.1391,0.5,1.4227,1222.2,2.88,216.3,0.22768,0.55624,,,,136.67,8842.86,2808.87,20498.92,3209.42,1600.35,2670.59,826.19,1640.14,,4532.08,1.956,16164.16,3009.53,3221.89,15.046,2072.78,6.4714,6.4818,7.7543,111.69,1.7705,0.7224,2.5997,,22.11,13.1
2016-04-04,0.7605,471.0,35.7,,,37.69,,,94.51,1.1391,0.5,1.4264,1218.0,,214.05,,,,,,,,,,,1603.23,2674.95,826.78,1640.75,,4511.7,1.998,16123.27,,,14.944,2066.13,6.472,,7.7546,111.34,1.7618,0.7361,2.5966,,,14.12
2016-04-05,0.7543,487.0,35.89,,,37.87,,,94.631,1.1384,0.5,1.4161,1228.4,2.89,213.8,0.22929,0.55643,,,,139.72,8679.04,2772.43,20177.0,3176.77,1599.09,2684.66,812.97,1618.53,,4470.75,1.954,15732.82,3053.065,3264.49,15.116,2045.17,6.4854,6.4771,7.757,110.34,1.7201,0.72,2.5442,,23.62,15.42
2016-04-06,0.7599,500.0,37.75,,,39.84,,,94.43,1.1399,0.5,1.4123,1222.5,2.89,214.35,0.22214,0.55554,,,,138.97,8668.63,2777.31,20206.67,3223.88,1604.33,2680.71,809.03,1633.41,,4543.78,1.911,15715.36,3050.592,3257.53,15.054,2066.66,6.4822,6.4809,7.7565,109.79,1.7549,0.7317,2.5844,,22.29,14.09
2016-04-07,0.7505,517.0,37.26,,,39.43,,,94.482,1.1378,0.5,1.4056,1236.2,2.91,207.65,0.22429,0.55643,,,,137.8,8647.33,2784.66,20266.05,3225.96,1603.26,2693.05,809.29,1621.66,,4475.29,2.018,15749.84,3008.42,3209.29,15.158,2041.91,6.4865,6.4625,7.7613,108.21,1.6889,0.6878,2.5149,,21.6,16.16
2016-04-08,0.7556,539.0,39.72,,,41.94,,,94.235,1.1399,0.5,1.4128,1242.5,2.91,208.7,0.225,0.55787,,,,136.03,8704.81,2794.95,20370.4,3215.62,1607.6,2685.98,816.82,1632.2,,4474.93,1.99,15821.52,2984.958,3185.73,15.384,2047.6,6.479,6.4636,7.7581,108.07,1.7167,0.695,2.5525,,21.28,15.36
2016-04-11,0.7595,555.0,40.36,,,42.83,,,93.95,1.1408,0.5,1.4239,1256.7,2.93,209.05,0.22643,0.55696,,,,135.97,8807.06,2812.57,20440.81,3247.36,1611.15,2687.16,824.01,1632.14,,4458.71,1.912,15751.13,3033.957,3230.1,15.976,2041.99,6.4691,6.4592,7.7547,107.94,1.7254,0.6987,2.5616,,20.63,16.26
2016-04-12,0.7684,560.0,42.17,,,44.69,,,93.959,1.1386,0.5,1.4275,1259.4,2.92,214.7,0.22571,0.55696,,,,135.39,8841.86,2821.97,20504.44,3281.22,1616.95,2680.96,830.88,1644.22,,4496.04,2.004,15928.79,3023.647,3218.45,16.222,2061.72,6.474,6.4645,7.7544,108.54,1.7761,0.7385,2.5989,,20.1,14.85
